""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"212"	"aox6"	4176.39371390415	0.67275058168261	0.151458748232755	4.44274266694408	8.8819370430518e-06	0.000411407950946675	"XM_060050947.1"	"Q5FB27"	0	"Aldehyde oxidase 1 (EC 1.2.3.1) (Azaheterocycle hydroxylase 1) (EC 1.17.3.-)"	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"lipid metabolic process [GO:0006629]"	"GO:0004031; GO:0005506; GO:0005737; GO:0006629; GO:0043546; GO:0051287; GO:0051537; GO:0071949"	"mRNA"
"213"	"stat1a"	683.996714314638	-0.936846434857374	0.17207688497013	-5.44294236762855	5.24076065759447e-08	6.50076387671274e-06	"XM_060050948.1"	"Q764M5"	0	"Signal transducer and activator of transcription 1"	"Sus scrofa (Pig)"	"activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; blood circulation [GO:0008015]; cellular response to insulin stimulus [GO:0032869]; cytokine-mediated signaling pathway [GO:0019221]; defense response [GO:0006952]; defense response to virus [GO:0051607]; macrophage derived foam cell differentiation [GO:0010742]; metanephric mesenchymal cell differentiation [GO:0072162]; metanephric mesenchymal cell proliferation involved in metanephros development [GO:0072136]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072308]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of smooth muscle cell proliferation [GO:0048661]; receptor signaling pathway via JAK-STAT [GO:0007259]; regulation of cell population proliferation [GO:0042127]; regulation of transcription by RNA polymerase II [GO:0006357]; response to cAMP [GO:0051591]; response to cytokine [GO:0034097]; response to nutrient [GO:0007584]; response to peptide hormone [GO:0043434]; response to type II interferon [GO:0034341]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; type I interferon-mediated signaling pathway [GO:0060337]; type II interferon-mediated signaling pathway [GO:0060333]"	"GO:0000978; GO:0000979; GO:0000981; GO:0001937; GO:0005634; GO:0005730; GO:0005737; GO:0006357; GO:0006919; GO:0006952; GO:0007259; GO:0007584; GO:0008015; GO:0008284; GO:0010742; GO:0016525; GO:0019221; GO:0032727; GO:0032869; GO:0033209; GO:0034097; GO:0034341; GO:0042127; GO:0042803; GO:0043124; GO:0043434; GO:0045648; GO:0045893; GO:0048661; GO:0051591; GO:0051607; GO:0060333; GO:0060337; GO:0072136; GO:0072162; GO:0072308"	"mRNA"
"214"	"lamtor3"	41.3409864661053	0.648993306288894	0.169161010982805	3.83899045658055	0.000123541231863609	0.00303401511877122	"XM_060051777.1"	"Q503S6"	1.45e-42	"Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (Mitogen-activated protein kinase scaffold protein 1)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cellular response to amino acid stimulus [GO:0071230]; positive regulation of TOR signaling [GO:0032008]; protein localization [GO:0008104]"	"GO:0008104; GO:0031902; GO:0032008; GO:0071230; GO:0071986"	"mRNA"
"215"	"LOC132457148"	109.500166367696	1.05676778443148	0.21985904765219	4.90646800244833	9.27311086470561e-07	6.68900208074381e-05	NA	NA	NA	NA	NA	NA	NA	NA
"216"	"cep70"	22.9575430224777	0.62123210448782	0.191842649333971	3.22449736031946	0.00126194019977256	0.0168966115726963	"XM_060051235.1"	"Q5RDE3"	7.76e-70	"Centrosomal protein of 70 kDa (Cep70)"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"cilium assembly [GO:0060271]; regulation of microtubule cytoskeleton organization [GO:0070507]"	"GO:0005737; GO:0005813; GO:0043015; GO:0060271; GO:0070507"	"transcript variant X1, mRNA"
"217"	"LOC132457154"	16.3587086041545	0.726889477802037	0.220522732259084	3.3121192291388	0.000925920753046213	0.013539162899438	"XM_060051204.1"	"O94885"	4.39e-96	"SAM and SH3 domain-containing protein 1 (Proline-glutamate repeat-containing protein)"	"Homo sapiens (Human)"	"positive regulation of angiogenesis [GO:0045766]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of lipopolysaccharide-mediated signaling pathway [GO:0031666]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of p38MAPK cascade [GO:1900745]; protein polyubiquitination [GO:0000209]; regulation of epithelial cell migration [GO:0010632]; regulation of protein autoubiquitination [GO:1902498]; regulation of protein K63-linked ubiquitination [GO:1900044]"	"GO:0000209; GO:0001965; GO:0005737; GO:0008022; GO:0010595; GO:0010632; GO:0019901; GO:0031435; GO:0031666; GO:0032991; GO:0043507; GO:0045766; GO:0060090; GO:1900044; GO:1900745; GO:1901224; GO:1902498"	"transcript variant X1, mRNA"
"218"	"tulp4b"	65.5998871761315	0.584585912126828	0.191988247784665	3.05204109326959	0.002272909821639	0.0248272992980075	"XM_060051200.1"	"Q9JIL5"	0	"Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4)"	"Mus musculus (Mouse)"	"protein ubiquitination [GO:0016567]"	"GO:0005737; GO:0016567"	"transcript variant X1, mRNA"
"219"	"LOC132457566"	11.6000335074383	0.61530665170365	0.214486374198898	2.86777837303883	0.00413364982713499	0.0383261409521985	"XM_060051819.1"	"Q5SPC5"	0	"Otoferlin (Fer-1-like protein 2)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"neuromuscular process controlling balance [GO:0050885]; plasma membrane organization [GO:0007009]; response to auditory stimulus [GO:0010996]; sensory perception of sound [GO:0007605]; startle response [GO:0001964]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle priming [GO:0016082]"	"GO:0000139; GO:0001964; GO:0005509; GO:0005789; GO:0007009; GO:0007605; GO:0010996; GO:0016079; GO:0016082; GO:0016323; GO:0030672; GO:0035612; GO:0042995; GO:0048787; GO:0050885"	"mRNA"
"220"	"gabrr2a"	13.471702601773	0.92153760254956	0.220560892154015	4.23647587359667	2.27055305158923e-05	0.000856548582889473	"XM_060051840.1"	"Q0II76"	0	"Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABA(C) receptor)"	"Bos taurus (Bovine)"	"chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid signaling pathway [GO:0007214]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]; visual perception [GO:0007601]"	"GO:0004890; GO:0005231; GO:0005254; GO:0005886; GO:0007165; GO:0007214; GO:0007268; GO:0007601; GO:0030594; GO:0034220; GO:0034707; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:1902476; GO:1902711; GO:1904315"	"mRNA"
"221"	"LOC132457671"	25.4746253642701	0.757116847545356	0.193190720605329	3.911085981362	9.18820528994139e-05	0.00245864279394647	NA	NA	NA	NA	NA	NA	NA	NA
"222"	"pabpc4"	297.729492652191	1.25505590097318	0.182405153334408	6.88816409716215	5.65169968237413e-12	3.59669253264827e-09	"XM_060052059.1"	"Q13310"	0	"Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)"	"Homo sapiens (Human)"	"blood coagulation [GO:0007596]; myeloid cell development [GO:0061515]; regulation of mRNA stability [GO:0043488]; RNA catabolic process [GO:0006401]; RNA processing [GO:0006396]; translation [GO:0006412]"	"GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0005829; GO:0006396; GO:0006401; GO:0006412; GO:0007596; GO:0008143; GO:0008266; GO:0010494; GO:0043488; GO:0061515; GO:1990904"	"mRNA"
"223"	"rhd"	2139.03701570402	0.587190693101414	0.114062862371306	5.14805594589043	2.63199999538623e-07	2.40778649577927e-05	"XM_060052079.1"	"Q02094"	8.89e-73	"Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Erythrocyte plasma membrane 50 kDa glycoprotein) (Rh50A) (Rhesus blood group family type A glycoprotein) (Rh family type A glycoprotein) (Rh type A glycoprotein) (Rhesus blood group-associated ammonia channel) (Rhesus blood group-associated glycoprotein) (CD antigen CD241)"	"Homo sapiens (Human)"	"ammonium homeostasis [GO:0097272]; ammonium transmembrane transport [GO:0072488]; bicarbonate transport [GO:0015701]; carbon dioxide transport [GO:0015670]; cellular ion homeostasis [GO:0006873]; erythrocyte development [GO:0048821]; inorganic cation transmembrane transport [GO:0098662]; multicellular organismal iron ion homeostasis [GO:0060586]"	"GO:0005886; GO:0006873; GO:0008519; GO:0015670; GO:0015701; GO:0016020; GO:0022840; GO:0030506; GO:0035379; GO:0048821; GO:0060586; GO:0072488; GO:0097272; GO:0098662"	"transcript variant X1, mRNA"
"224"	"LOC132457792"	1838.18703779207	-0.610957655015307	0.205976639648342	-2.96654617582081	0.0030116513357156	0.0303382936000477	NA	NA	NA	NA	NA	NA	NA	NA
"225"	"top2a"	123.873098251508	-0.825248587551774	0.183765838347987	-4.48808647981167	7.18657573632356e-06	0.000350633030175227	"XM_060052113.1"	"O42131"	0	"DNA topoisomerase 2-beta (EC 5.6.2.2) (DNA topoisomerase II, beta isozyme)"	"Gallus gallus (Chicken)"	"B cell differentiation [GO:0030183]; DNA topological change [GO:0006265]; resolution of meiotic recombination intermediates [GO:0000712]; sister chromatid segregation [GO:0000819]"	"GO:0000712; GO:0000819; GO:0003677; GO:0003916; GO:0003918; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0006265; GO:0030183; GO:0046872; GO:1990904"	"transcript variant X1, mRNA"
"226"	"LOC132457819"	749.844056401367	0.81300540348138	0.178254954221922	4.56480261547788	4.9996452515492e-06	0.000266108391079729	"XM_060052169.1"	"Q0IHV1"	1.75e-89	"Inverted formin-2"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"actin cytoskeleton organization [GO:0030036]"	"GO:0003779; GO:0030036; GO:0031267"	"mRNA"
"227"	"arhgap11a"	36.888482105499	-0.740139477057133	0.209418794422082	-3.54368258061356	0.000394579992598147	0.00714785563324144	"XM_060052187.1"	"Q80Y19"	1.65e-130	"Rho GTPase-activating protein 11A (Rho-type GTPase-activating protein 11A)"	"Mus musculus (Mouse)"	"positive regulation of GTPase activity [GO:0043547]; signal transduction [GO:0007165]"	"GO:0005096; GO:0005634; GO:0005759; GO:0007165; GO:0043547"	"transcript variant X1, mRNA"
"228"	"LOC132457837"	86.1154226237497	0.737938619081209	0.205553521331097	3.60244935912086	0.000315232825058998	0.00603145471946216	"XM_060052189.1"	"O73755"	4.36e-71	"Gremlin-1"	"Gallus gallus (Chicken)"	"animal organ morphogenesis [GO:0009887]; cardiac muscle cell differentiation [GO:0055007]; cardiac muscle cell myoblast differentiation [GO:0060379]; cell migration involved in sprouting angiogenesis [GO:0002042]; cell morphogenesis [GO:0000902]; cell-cell signaling [GO:0007267]; collagen fibril organization [GO:0030199]; determination of dorsal identity [GO:0048263]; embryonic limb morphogenesis [GO:0030326]; limb development [GO:0060173]; mesenchymal to epithelial transition involved in metanephros morphogenesis [GO:0003337]; negative regulation of apoptotic process [GO:0043066]; negative regulation of bone mineralization involved in bone maturation [GO:1900158]; negative regulation of bone remodeling [GO:0046851]; negative regulation of bone trabecula formation [GO:1900155]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of chondrocyte differentiation [GO:0032331]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of osteoblast proliferation [GO:0033689]; negative regulation of osteoclast proliferation [GO:0090291]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; positive regulation of angiogenesis [GO:0045766]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of peptidyl-tyrosine autophosphorylation [GO:1900086]; positive regulation of protein tyrosine kinase activity [GO:0061098]; positive regulation of receptor internalization [GO:0002092]; positive regulation of signaling receptor activity [GO:2000273]; positive regulation of telomerase activity [GO:0051973]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proximal/distal pattern formation [GO:0009954]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of focal adhesion assembly [GO:0051893]; sequestering of BMP from receptor via BMP binding [GO:0038098]; ureteric bud formation [GO:0060676]"	"GO:0000902; GO:0002042; GO:0002092; GO:0003337; GO:0005125; GO:0005615; GO:0007267; GO:0008284; GO:0009887; GO:0009954; GO:0009986; GO:0010717; GO:0030199; GO:0030297; GO:0030326; GO:0032331; GO:0033689; GO:0036122; GO:0038098; GO:0042803; GO:0043066; GO:0043184; GO:0045668; GO:0045766; GO:0045892; GO:0045944; GO:0046851; GO:0048018; GO:0048263; GO:0051092; GO:0051893; GO:0051973; GO:0055007; GO:0060173; GO:0060379; GO:0060394; GO:0060676; GO:0061098; GO:0090090; GO:0090190; GO:0090291; GO:1900086; GO:1900155; GO:1900158; GO:1901224; GO:2000273"	"mRNA"
"229"	"LOC132457989"	80.3299867702554	0.713279573171533	0.163986613159876	4.34907069994062	1.36715635222979e-05	0.000579720201641971	"XM_060052422.1"	"Q28019"	0	"Latent-transforming growth factor beta-binding protein 2 (LTBP-2)"	"Bos taurus (Bovine)"	"supramolecular fiber organization [GO:0097435]"	"GO:0001527; GO:0005509; GO:0005576; GO:0008201; GO:0019838; GO:0050436; GO:0071953; GO:0097435"	"mRNA"
"230"	"LOC132457874"	9.49100814367535	1.15986468884674	0.2199416032401	5.24194259880116	1.58894805129487e-07	1.61509948797243e-05	"XM_060052249.1"	"A0JPI9"	2.19e-130	"Leucine-rich repeat-containing protein 74A (Leucine-rich repeat-containing protein 74)"	"Rattus norvegicus (Rat)"	""	""	"mRNA"
"231"	"gstz1"	1084.98232305916	-0.698467117980926	0.140420280543132	-4.97371003231574	6.56835361769263e-07	5.16887053237457e-05	"XM_060052304.1"	"Q9WVL0"	4.78e-103	"Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)"	"Mus musculus (Mouse)"	"glutathione metabolic process [GO:0006749]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]"	"GO:0004364; GO:0005739; GO:0006559; GO:0006572; GO:0006749; GO:0016034; GO:0042802; GO:0042803"	"transcript variant X1, mRNA"
"232"	"LOC132458038"	296.518071178217	0.666517880708448	0.188675698635394	3.53734514484459	0.000404171118231143	0.00724981943327114	"XM_060052487.1"	"Q9P2D8"	2.54e-175	"Protein unc-79 homolog"	"Homo sapiens (Human)"	""	"GO:0005886"	"mRNA"
"233"	"tacc3"	71.0948231946394	-0.941145657651159	0.186701673567588	-5.03816402960637	4.70018566542721e-07	3.99980334795686e-05	"XM_060052404.1"	"Q9PTG8"	1.55e-86	"Transforming acidic coiled-coil-containing protein 3 (Cytoplasmic polyadenylation element-binding protein-associated factor Maskin) (CPEB-associated factor Maskin)"	"Xenopus laevis (African clawed frog)"	"cell division [GO:0051301]; mitotic spindle organization [GO:0007052]; negative regulation of translation [GO:0017148]"	"GO:0000922; GO:0005737; GO:0007052; GO:0017148; GO:0031369; GO:0032991; GO:0051301"	"mRNA"
"234"	"kif15"	46.492282055358	-0.810158216463267	0.16578564814102	-4.87988427312625	1.06148108702431e-06	7.50574815013277e-05	"XM_060052401.1"	"Q91785"	0	"Kinesin-like protein KIF15-A (Kinesin-like protein 2-A) (Xklp2-A)"	"Xenopus laevis (African clawed frog)"	"microtubule-based movement [GO:0007018]; regulation of mitotic spindle assembly [GO:1901673]"	"GO:0000922; GO:0003777; GO:0005524; GO:0005815; GO:0005829; GO:0005874; GO:0007018; GO:0008017; GO:1901673"	"transcript variant X1, mRNA"
"235"	"mis18bp1"	20.3689179201695	-0.7371900007728	0.192786359373901	-3.82354900506673	0.00013154443210779	0.00319836520392313	"XM_060052431.1"	"Q6P0N0"	2.39e-30	"Mis18-binding protein 1 (Kinetochore-associated protein KNL-2 homolog) (HsKNL-2) (P243)"	"Homo sapiens (Human)"	"cell cycle [GO:0007049]; cell division [GO:0051301]"	"GO:0000775; GO:0003677; GO:0005654; GO:0007049; GO:0051301"	"transcript variant X1, mRNA"
"236"	"rsad2"	297.96271518201	-1.21582465099565	0.209758119265071	-5.81440012432292	6.08517038525222e-09	1.41378791950693e-06	"XM_060052497.1"	"Q6EE23"	0	"S-adenosylmethionine-dependent nucleotide dehydratase RSAD2 (SAND) (Radical S-adenosyl methionine domain-containing protein 2) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible) (Viperin)"	"Siniperca chuatsi (Mandarin fish)"	"defense response to virus [GO:0051607]; innate immune response [GO:0045087]"	"GO:0003824; GO:0005789; GO:0045087; GO:0046872; GO:0051539; GO:0051607"	"mRNA"
"237"	"LOC132458055"	422.910673508215	0.777017023871992	0.209667188927068	3.71790014221707	0.000200885641404765	0.00436903883096813	"XM_060052512.1"	"Q5DU00"	8.8e-53	"Doublecortin domain-containing protein 2"	"Mus musculus (Mouse)"	"cilium assembly [GO:0060271]; dendrite morphogenesis [GO:0048813]; intracellular signal transduction [GO:0035556]; neuron migration [GO:0001764]; neuronal action potential [GO:0019228]; positive regulation of smoothened signaling pathway [GO:0045880]; regulation of cilium assembly [GO:1902017]; regulation of Wnt signaling pathway [GO:0030111]; sensory perception of sound [GO:0007605]; synaptic transmission, glutamatergic [GO:0035249]; visual learning [GO:0008542]"	"GO:0001764; GO:0005737; GO:0005815; GO:0005829; GO:0005856; GO:0005874; GO:0005929; GO:0005930; GO:0007605; GO:0008542; GO:0015630; GO:0019228; GO:0019894; GO:0030111; GO:0034451; GO:0035249; GO:0035556; GO:0045202; GO:0045880; GO:0048813; GO:0060091; GO:0060271; GO:0072686; GO:1902017"	"mRNA"
"238"	"LOC132458112"	11.865563897129	0.62285437418234	0.215706669798747	2.89306058505174	0.00381507699345124	0.0363176515887288	"XM_060052621.1"	"P50591"	3.17e-49	"Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253)"	"Homo sapiens (Human)"	"apoptotic process [GO:0006915]; cell-cell signaling [GO:0007267]; immune response [GO:0006955]; male gonad development [GO:0008584]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; response to insulin [GO:0032868]; signal transduction [GO:0007165]"	"GO:0005102; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006915; GO:0006955; GO:0007165; GO:0007267; GO:0008270; GO:0008584; GO:0032868; GO:0042802; GO:0043065; GO:0043123; GO:0043280; GO:0045569; GO:0070062; GO:0090200; GO:2001238"	"mRNA"
"239"	"marcksb"	22.4545245661717	0.667679554835469	0.213150802215948	3.13674760189194	0.00170833122099329	0.0203669796137777	NA	NA	NA	NA	NA	NA	NA	NA
"240"	"pole2"	8.82011699132752	-0.786453591059429	0.215947726620443	-3.64268531896211	0.000269808600522002	0.00540984724087745	"XM_060052740.1"	"A7YWS7"	0	"DNA polymerase epsilon subunit 2 (DNA polymerase II subunit 2) (DNA polymerase epsilon subunit B)"	"Bos taurus (Bovine)"	"DNA-templated DNA replication [GO:0006261]; error-prone translesion synthesis [GO:0042276]"	"GO:0003677; GO:0006261; GO:0008622; GO:0042276"	"mRNA"
"241"	"LOC132458239"	70.1506677511861	-0.869638300936507	0.172828860695812	-5.02563998896385	5.01756394337748e-07	4.19669048224093e-05	"XM_060052804.1"	"Q5R4J1"	0	"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS) [Cleaved into: T1-TrpRS; T2-TrpRS]"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"angiogenesis [GO:0001525]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of gene expression [GO:0010628]; positive regulation of protein-containing complex assembly [GO:0031334]; regulation of angiogenesis [GO:0045765]; tryptophanyl-tRNA aminoacylation [GO:0006436]"	"GO:0001525; GO:0004830; GO:0005524; GO:0005634; GO:0005829; GO:0006436; GO:0006469; GO:0010628; GO:0019210; GO:0019901; GO:0019904; GO:0031334; GO:0032991; GO:0042803; GO:0045765"	"mRNA"
"242"	"LOC132458139"	18.9505491182784	0.646960355345805	0.188284714057691	3.4351745365096	0.000592172300179626	0.00965045575811653	NA	NA	NA	NA	NA	NA	NA	NA
"243"	"LOC132457653"	32.8853816923036	0.720448878458396	0.215501273805407	3.36978914585466	0.000752257219779051	0.0117011572007502	NA	NA	NA	NA	NA	NA	NA	NA
"244"	"LOC132458265"	445.762111909883	-1.43591727726714	0.210542998485038	-6.85639745391679	7.06187301642883e-12	4.30685980589453e-09	NA	NA	NA	NA	NA	NA	NA	NA
"245"	"LOC132458166"	17.5791233013113	0.623570471079116	0.219590281525754	2.87480413659982	0.00404278200086819	0.0378393214416892	NA	NA	NA	NA	NA	NA	NA	NA
"246"	"LOC132458288"	10.1714724826517	0.636564178035956	0.208688434939855	3.03557397341369	0.00240078323419153	0.0258257000083567	"XM_060052866.1"	"Q91XT6"	8.09e-97	"Tandem C2 domains nuclear protein (Membrane targeting tandem C2 domain-containing protein 1) (Tandem C2 protein in nucleus) (Tac2-N)"	"Mus musculus (Mouse)"	""	"GO:0005634"	"transcript variant X1, mRNA"
"247"	"plek2"	50.6345240296229	0.612108896010723	0.220647278857953	2.80688282591486	0.00500234339260798	0.0432671827386194	"XM_060052868.1"	"Q9NYT0"	4.79e-143	"Pleckstrin-2"	"Homo sapiens (Human)"	"actin cytoskeleton reorganization [GO:0031532]; intracellular signal transduction [GO:0035556]; positive regulation of plasma membrane bounded cell projection assembly [GO:0120034]"	"GO:0005737; GO:0005856; GO:0005886; GO:0031258; GO:0031532; GO:0032266; GO:0035556; GO:0043325; GO:0080025; GO:0120034"	"transcript variant X1, mRNA"
"248"	"smoc1"	21.0165498174512	0.592798299733405	0.200906008500531	2.94792362320799	0.00319916094003344	0.0318112219288515	"XM_060051660.1"	"Q8BLY1"	8.97e-98	"SPARC-related modular calcium-binding protein 1 (SPARC-related gene protein) (Secreted modular calcium-binding protein 1) (SMOC-1)"	"Mus musculus (Mouse)"	"cell differentiation [GO:0030154]; extracellular matrix organization [GO:0030198]; eye development [GO:0001654]; limb development [GO:0060173]; positive regulation of cell-substrate adhesion [GO:0010811]; regulation of osteoblast differentiation [GO:0045667]"	"GO:0001654; GO:0005509; GO:0005604; GO:0005615; GO:0008201; GO:0010811; GO:0030154; GO:0030198; GO:0045667; GO:0050840; GO:0060173"	"transcript variant X1, mRNA"
"249"	"cdkn3"	48.0678849333591	-0.658873327177299	0.210925233168449	-3.12751541516548	0.0017629057491597	0.0208261916468528	"XM_060051680.1"	"Q16667"	1.42e-89	"Cyclin-dependent kinase inhibitor 3 (EC 3.1.3.16) (EC 3.1.3.48) (CDK2-associated dual-specificity phosphatase) (Cyclin-dependent kinase interactor 1) (Cyclin-dependent kinase-interacting protein 2) (Kinase-associated phosphatase)"	"Homo sapiens (Human)"	"G1/S transition of mitotic cell cycle [GO:0000082]; negative regulation of cell population proliferation [GO:0008285]; protein dephosphorylation [GO:0006470]; regulation of cell cycle [GO:0051726]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]"	"GO:0000079; GO:0000082; GO:0004722; GO:0004725; GO:0005737; GO:0005829; GO:0006470; GO:0008138; GO:0008285; GO:0017018; GO:0048471; GO:0051726"	"transcript variant X1, mRNA"
"250"	"nin"	32.3921190099266	0.737153255873754	0.220323707188676	3.38271512185945	0.000717730413540965	0.0112719099388402	"XM_060051344.1"	"Q8N4C6"	1.81e-149	"Ninein (hNinein) (Glycogen synthase kinase 3 beta-interacting protein) (GSK3B-interacting protein)"	"Homo sapiens (Human)"	"centriole-centriole cohesion [GO:0010457]; centrosome localization [GO:0051642]; centrosome-templated microtubule nucleation [GO:0090222]; collateral sprouting [GO:0048668]; corpus callosum morphogenesis [GO:0021540]; corticospinal tract morphogenesis [GO:0021957]; microtubule anchoring at centrosome [GO:0034454]; positive regulation of axonogenesis [GO:0050772]; protein localization [GO:0008104]"	"GO:0000242; GO:0000922; GO:0005509; GO:0005525; GO:0005654; GO:0005730; GO:0005813; GO:0005814; GO:0005881; GO:0005886; GO:0008104; GO:0010457; GO:0019900; GO:0021540; GO:0021957; GO:0030425; GO:0034454; GO:0044295; GO:0045177; GO:0048668; GO:0050772; GO:0051011; GO:0051642; GO:0072686; GO:0090222; GO:0097431; GO:0097539; GO:0120103"	"transcript variant X1, mRNA"
"251"	"LOC132457347"	17.5658417931167	-0.581219971330803	0.198252049053797	-2.92736043530313	0.00341852450794642	0.0336043943739501	"XM_060051602.1"	"Q08C93"	1.53e-106	"Lysophosphatidylserine lipase ABHD12 (EC 3.1.-.-) (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (Monoacylglycerol lipase ABHD12) (EC 3.1.1.23) (Oxidized phosphatidylserine lipase ABHD12) (EC 3.1.-.-)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"acylglycerol catabolic process [GO:0046464]; anterior lateral line development [GO:0048899]; camera-type eye development [GO:0043010]; monoacylglycerol catabolic process [GO:0052651]; myelination [GO:0042552]; phosphatidylserine catabolic process [GO:0006660]; phospholipid catabolic process [GO:0009395]; posterior lateral line neuromast development [GO:0048919]; retina layer formation [GO:0010842]; swimming behavior [GO:0036269]"	"GO:0004620; GO:0004622; GO:0005789; GO:0006660; GO:0008474; GO:0009395; GO:0010842; GO:0016020; GO:0036269; GO:0042552; GO:0043010; GO:0046464; GO:0047372; GO:0048899; GO:0048919; GO:0052651"	"mRNA"
"252"	"frmd6"	127.908221476399	0.584709313544797	0.178444014654076	3.27802069368209	0.00104537731648698	0.0147581550675226	"XM_060051502.1"	"Q96NE9"	0	"FERM domain-containing protein 6 (Willin)"	"Homo sapiens (Human)"	"actomyosin structure organization [GO:0031032]; apical constriction [GO:0003383]; protein localization [GO:0008104]; regulation of actin filament-based process [GO:0032970]"	"GO:0003383; GO:0005737; GO:0005856; GO:0005886; GO:0008104; GO:0031032; GO:0032970; GO:0043296"	"transcript variant X1, mRNA"
"253"	"LOC132457470"	8.86058378256903	-0.742385911262852	0.219107916871854	-3.3967932454379	0.000681804605824875	0.0108473630602812	NA	NA	NA	NA	NA	NA	NA	NA
"254"	"nusap1"	74.1112379958467	-0.740475007764711	0.183990086777111	-4.02499168562275	5.69773285378595e-05	0.00168480233900737	"XM_060051562.1"	"A1L2F3"	4.85e-103	"Nucleolar and spindle-associated protein 1 (NuSAP)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"establishment of mitotic spindle localization [GO:0040001]; mitotic chromosome condensation [GO:0007076]; mitotic cytokinesis [GO:0000281]; neural crest cell migration [GO:0001755]"	"GO:0000281; GO:0001755; GO:0003677; GO:0005730; GO:0005737; GO:0005874; GO:0007076; GO:0008017; GO:0040001; GO:0072686"	"mRNA"
