ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
P30122	carboxyl ester lipase(CEL)	Bos taurus			GO:0007158~neuron cell-cell adhesion,GO:0007268~chemical synaptic transmission,GO:0030157~pancreatic juice secretion,GO:0030299~intestinal cholesterol absorption,GO:0046514~ceramide catabolic process,GO:0048488~synaptic vesicle endocytosis,GO:0050804~modulation of synaptic transmission,GO:0097104~postsynaptic membrane assembly,GO:0097105~presynaptic membrane assembly,	GO:0005576~extracellular region,GO:0005737~cytoplasm,GO:0009986~cell surface,GO:0045202~synapse,GO:0099634~postsynaptic specialization membrane,	GO:0004771~sterol esterase activity,GO:0004806~triglyceride lipase activity,GO:0008126~acetylesterase activity,GO:0016787~hydrolase activity,GO:0038023~signaling receptor activity,GO:0042043~neurexin family protein binding,GO:0050253~retinyl-palmitate esterase activity,	IPR002018:CarbesteraseB,IPR019819:Carboxylesterase_B_CS,IPR019826:Carboxylesterase_B_AS,IPR029058:AB_hydrolase,	bta00100:Steroid biosynthesis,bta00561:Glycerolipid metabolism,bta01100:Metabolic pathways,bta04972:Pancreatic secretion,bta04975:Fat digestion and absorption,				KW-0442~Lipid degradation,KW-0443~Lipid metabolism,	KW-0964~Secreted,			KW-0732~Signal,		KW-0378~Hydrolase,KW-0719~Serine esterase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Acyl-ester intermediate,ACT_SITE:Charge relay system,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,DOMAIN:Carboxylesterase type B,REGION:Disordered,
Q8BK48	carboxylesterase 2E(Ces2e)	Mus musculus			GO:0006693~prostaglandin metabolic process,	GO:0005783~endoplasmic reticulum,GO:0043231~intracellular membrane-bounded organelle,	GO:0016787~hydrolase activity,GO:0047376~all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity,GO:0050253~retinyl-palmitate esterase activity,GO:0052689~carboxylic ester hydrolase activity,GO:0102209~trans-permethrin hydrolase activity,	IPR002018:CarbesteraseB,IPR019819:Carboxylesterase_B_CS,IPR019826:Carboxylesterase_B_AS,IPR029058:AB_hydrolase,	mmu00983:Drug metabolism - other enzymes,					KW-0256~Endoplasmic reticulum,KW-0492~Microsome,			KW-0732~Signal,		KW-0378~Hydrolase,KW-0719~Serine esterase,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0873~Pyrrolidone carboxylic acid,KW-1015~Disulfide bond,	ACT_SITE:Acyl-ester intermediate,ACT_SITE:Charge relay system,CARBOHYD:N-linked (GlcNAc...) asparagine,
P00731	carboxypeptidase A1(Cpa1)	Rattus norvegicus			GO:0006508~proteolysis,GO:0006691~leukotriene metabolic process,GO:0046686~response to cadmium ion,GO:0051603~proteolysis involved in cellular protein catabolic process,	GO:0005615~extracellular space,	GO:0004180~carboxypeptidase activity,GO:0004181~metallocarboxypeptidase activity,GO:0008238~exopeptidase activity,GO:0008270~zinc ion binding,	IPR000834:Peptidase_M14,IPR003146:M14A_act_pep,IPR034248:CPA_M14_CPD,IPR036990:M14A-like_propep,	rno04972:Pancreatic secretion,rno04974:Protein digestion and absorption,			SM00631:Zn_pept,		KW-0964~Secreted,			KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0865~Zymogen,KW-1015~Disulfide bond,	ACT_SITE:Proton donor/acceptor,DOMAIN:Peptidase M14,DOMAIN:Peptidase M14 carboxypeptidase A,PROPEP:Activation peptide,
Q504N0	carboxypeptidase A2, pancreatic(Cpa2)	Mus musculus			GO:0006508~proteolysis,	GO:0005576~extracellular region,GO:0005615~extracellular space,	GO:0004180~carboxypeptidase activity,GO:0004181~metallocarboxypeptidase activity,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,	IPR000834:Peptidase_M14,IPR003146:M14A_act_pep,IPR034248:CPA_M14_CPD,IPR036990:M14A-like_propep,	mmu04972:Pancreatic secretion,mmu04974:Protein digestion and absorption,			SM00631:Zn_pept,		KW-0964~Secreted,			KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0865~Zymogen,KW-1015~Disulfide bond,	ACT_SITE:Proton donor/acceptor,DOMAIN:Peptidase M14,PROPEP:Activation peptide,
Q8N4T0	carboxypeptidase A6(CPA6)	Homo sapiens			GO:0006508~proteolysis,	GO:0005615~extracellular space,	GO:0004181~metallocarboxypeptidase activity,GO:0008270~zinc ion binding,	IPR000834:Peptidase_M14,IPR003146:M14A_act_pep,IPR033843:CPAH,IPR036990:M14A-like_propep,		614417~Epilepsy, familial temporal lobe, 5,614418~Febrile seizures, familial, 11,		SM00631:Zn_pept,		KW-0272~Extracellular matrix,KW-0964~Secreted,		KW-0225~Disease variant,KW-0887~Epilepsy,	KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	ACT_SITE:Proton donor/acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Peptidase M14,PROPEP:Activation peptide,
P15086	carboxypeptidase B1(CPB1)	Homo sapiens			GO:0006508~proteolysis,	GO:0005615~extracellular space,GO:0031410~cytoplasmic vesicle,	GO:0004180~carboxypeptidase activity,GO:0004181~metallocarboxypeptidase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR000834:Peptidase_M14,IPR003146:M14A_act_pep,IPR034253:CPB_M14_CPD,IPR036990:M14A-like_propep,	hsa04972:Pancreatic secretion,hsa04974:Protein digestion and absorption,			SM00631:Zn_pept,		KW-0964~Secreted,KW-0968~Cytoplasmic vesicle,			KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0865~Zymogen,KW-1015~Disulfide bond,	ACT_SITE:Proton donor/acceptor,DOMAIN:Carboxypeptidase activation peptide,DOMAIN:Peptidase M14,DOMAIN:Peptidase M14 carboxypeptidase A,PROPEP:Activation peptide,
P15169	carboxypeptidase N subunit 1(CPN1)	Homo sapiens			GO:0006508~proteolysis,GO:0006518~peptide metabolic process,GO:0010815~bradykinin catabolic process,GO:0016485~protein processing,GO:0030163~protein catabolic process,GO:0051384~response to glucocorticoid,	GO:0005576~extracellular region,GO:0005615~extracellular space,	GO:0004181~metallocarboxypeptidase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR000834:Peptidase_M14,IPR008969:CarboxyPept-like_regulatory,IPR033814:M14_CPN,		212070~Carboxypeptidase N deficiency,		SM00631:Zn_pept,		KW-0964~Secreted,		KW-0225~Disease variant,	KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton donor/acceptor,CARBOHYD:O-linked (GalNAc...) threonine,DOMAIN:Peptidase M14,DOMAIN:Peptidase M14 carboxypeptidase A,REGION:Disordered,
Q9DBB9	carboxypeptidase N, polypeptide 2(Cpn2)	Mus musculus				GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0031012~extracellular matrix,		IPR000372:LRRNT,IPR000483:Cys-rich_flank_reg_C,IPR001611:Leu-rich_rpt,IPR003591:Leu-rich_rpt_typical-subtyp,IPR032675:LRR_dom_sf,				SM00013:LRRNT,SM00082:LRRCT,SM00364:LRR_BAC,SM00369:LRR_TYP,		KW-0964~Secreted,			KW-0433~Leucine-rich repeat,KW-0677~Repeat,KW-0732~Signal,			KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:LRRCT,DOMAIN:LRRNT,REPEAT:LRR 1,REPEAT:LRR 10,REPEAT:LRR 11,REPEAT:LRR 12,REPEAT:LRR 2,REPEAT:LRR 3,REPEAT:LRR 4,REPEAT:LRR 5,REPEAT:LRR 6,REPEAT:LRR 7,REPEAT:LRR 8,REPEAT:LRR 9,
B8JLQ9	carboxypeptidase O(cpo)	Danio rerio			GO:0006508~proteolysis,	GO:0005615~extracellular space,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0098552~side of membrane,	GO:0004180~carboxypeptidase activity,GO:0004181~metallocarboxypeptidase activity,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,	IPR000834:Peptidase_M14,IPR033850:Carboxypeptidase_O,				SM00631:Zn_pept,		KW-0472~Membrane,KW-1003~Cell membrane,			KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0325~Glycoprotein,KW-0336~GPI-anchor,KW-0449~Lipoprotein,	ACT_SITE:Proton donor/acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Peptidase M14,LIPID:GPI-anchor amidated asparagine,PROPEP:Removed in mature form,
Q6GQ29	carboxypeptidase Q L homeolog(cpq.L)	Xenopus laevis			GO:0006508~proteolysis,GO:0043171~peptide catabolic process,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0005764~lysosome,GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,	GO:0004180~carboxypeptidase activity,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0016787~hydrolase activity,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0070573~metallodipeptidase activity,	IPR007484:Peptidase_M28,IPR039866:CPQ,						KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,KW-0458~Lysosome,KW-0964~Secreted,			KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0325~Glycoprotein,KW-0865~Zymogen,	ACT_SITE:Nucleophile,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Peptidase M28,
Q96SM3	carboxypeptidase X, M14 family member 1(CPXM1)	Homo sapiens			GO:0006518~peptide metabolic process,GO:0016485~protein processing,	GO:0005615~extracellular space,	GO:0004181~metallocarboxypeptidase activity,GO:0008270~zinc ion binding,	IPR000421:FA58C,IPR000834:Peptidase_M14,IPR008969:CarboxyPept-like_regulatory,IPR008979:Galactose-bd-like_sf,				SM00231:FA58C,SM00631:Zn_pept,		KW-0964~Secreted,			KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton donor/acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:F5/8 type C,DOMAIN:Peptidase M14,REGION:Disordered,
Q8QGP3	carboxypeptidase Z(CPZ)	Gallus gallus			GO:0006508~proteolysis,GO:0006518~peptide metabolic process,GO:0016055~Wnt signaling pathway,GO:0016485~protein processing,	GO:0005615~extracellular space,	GO:0004181~metallocarboxypeptidase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR000834:Peptidase_M14,IPR008969:CarboxyPept-like_regulatory,IPR020067:Frizzled_dom,IPR034239:M14_CPZ_CPD,IPR036790:Frizzled_dom_sf,				SM00063:FRI,SM00631:Zn_pept,	KW-0879~Wnt signaling pathway,	KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0121~Carboxypeptidase,KW-0217~Developmental protein,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,KW-9996~Developmental protein,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton donor/acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:FZ,DOMAIN:Peptidase M14,
Q5U2V5	cardiolipin synthase 1(Crls1)	Rattus norvegicus			GO:0008654~phospholipid biosynthetic process,GO:0032049~cardiolipin biosynthetic process,GO:0097068~response to thyroxine,GO:1905711~response to phosphatidylethanolamine,	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0016020~membrane,GO:0031966~mitochondrial membrane,	GO:0016780~phosphotransferase activity, for other substituted phosphate groups,GO:0043337~CDP-diacylglycerol-phosphatidylglycerol phosphatidyltransferase activity,	IPR000462:CDP-OH_P_trans,IPR043130:CDP-OH_PTrfase_TM_dom,	rno00564:Glycerophospholipid metabolism,rno01100:Metabolic pathways,				KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,KW-0594~Phospholipid biosynthesis,KW-1208~Phospholipid metabolism,	KW-0472~Membrane,KW-0496~Mitochondrion,KW-0999~Mitochondrion inner membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0808~Transferase,		REGION:Disordered,TRANSMEM:Helical,
P52826	carnitine O-acetyltransferase(CRAT)	Columba livia			GO:0019254~carnitine metabolic process, CoA-linked,GO:0033540~fatty acid beta-oxidation using acyl-CoA oxidase,GO:0046459~short-chain fatty acid metabolic process,GO:0051791~medium-chain fatty acid metabolic process,	GO:0005743~mitochondrial inner membrane,GO:0005777~peroxisome,GO:0005783~endoplasmic reticulum,	GO:0003997~acyl-CoA oxidase activity,GO:0004092~carnitine O-acetyltransferase activity,GO:0008458~carnitine O-octanoyltransferase activity,GO:0016746~transferase activity, transferring acyl groups,	IPR000542:Carn_acyl_trans,IPR023213:CAT-like_dom_sf,IPR039551:Cho/carn_acyl_trans,IPR042231:Cho/carn_acyl_trans_2,	clv04146:Peroxisome,				KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,KW-0813~Transport,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0496~Mitochondrion,KW-0576~Peroxisome,KW-0999~Mitochondrion inner membrane,					KW-0012~Acyltransferase,KW-0808~Transferase,	KW-0007~Acetylation,	ACT_SITE:Proton acceptor,DOMAIN:Choline/carnitine acyltransferase,MOTIF:Microbody targeting signal,
P43155	carnitine O-acetyltransferase(CRAT)	Homo sapiens			GO:0006635~fatty acid beta-oxidation,GO:0019254~carnitine metabolic process, CoA-linked,GO:0033540~fatty acid beta-oxidation using acyl-CoA oxidase,GO:0046459~short-chain fatty acid metabolic process,GO:0051791~medium-chain fatty acid metabolic process,	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005777~peroxisome,GO:0005782~peroxisomal matrix,GO:0005783~endoplasmic reticulum,GO:0005829~cytosol,	GO:0003997~acyl-CoA oxidase activity,GO:0004092~carnitine O-acetyltransferase activity,GO:0008458~carnitine O-octanoyltransferase activity,GO:0016746~transferase activity, transferring acyl groups,	IPR000542:Carn_acyl_trans,IPR023213:CAT-like_dom_sf,IPR039551:Cho/carn_acyl_trans,IPR042231:Cho/carn_acyl_trans_2,IPR042572:Carn_acyl_trans_N,	hsa04146:Peroxisome,	617917~Neurodegeneration with brain iron accumulation 8,			KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,KW-0813~Transport,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0496~Mitochondrion,KW-0576~Peroxisome,KW-0999~Mitochondrion inner membrane,		KW-0523~Neurodegeneration,			KW-0012~Acyltransferase,KW-0808~Transferase,	KW-0007~Acetylation,	ACT_SITE:Proton acceptor,DOMAIN:Choline/carnitine acyltransferase,MOTIF:Microbody targeting signal,MUTAGEN:F->A: Increases the KM for carnitine 18-fold and reduces enzyme activity 100-fold.,MUTAGEN:F->Y: No effect.,MUTAGEN:R->Q: Increases the KM for carnitine 230-fold and reduces enzyme activity almost 100-fold.,MUTAGEN:T->A: Increases the KM for carnitine almost 70-fold and reduces enzyme activity 450-fold.,MUTAGEN:Y->A: Increases the KM for carnitine 100-fold.,MUTAGEN:Y->F: Increases the KM for carnitine 320-fold and reduces enzyme activity 10000-fold.,REGION:Disordered,
Q96KP4	carnosine dipeptidase 2(CNDP2)	Homo sapiens			GO:0006508~proteolysis,	GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0004180~carboxypeptidase activity,GO:0016787~hydrolase activity,GO:0016805~dipeptidase activity,GO:0046872~metal ion binding,GO:0070573~metallodipeptidase activity,GO:0103046~alanylglutamate dipeptidase activity,	IPR001261:ArgE/DapE_CS,IPR002933:Peptidase_M20,IPR011650:Peptidase_M20_dimer,IPR017153:CNDP/DUG1,	hsa00330:Arginine and proline metabolism,hsa00340:Histidine metabolism,hsa00410:beta-Alanine metabolism,hsa01100:Metabolic pathways,		PIRSF037242:CNDP_dipeptidase,			KW-0963~Cytoplasm,				KW-0464~Manganese,KW-0479~Metal-binding,	KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,BINDING:in other chain,DOMAIN:Peptidase M20 dimerisation,REGION:Disordered,SITE:Important for catalytic activity,
Q9NQ79	cartilage acidic protein 1(CRTAC1)	Homo sapiens			GO:0007413~axonal fasciculation,	GO:0070062~extracellular exosome,	GO:0005509~calcium ion binding,GO:0005515~protein binding,	IPR001881:EGF-like_Ca-bd_dom,IPR009030:Growth_fac_rcpt_cys_sf,IPR011519:UnbV_ASPIC,IPR013517:FG-GAP,IPR018097:EGF_Ca-bd_CS,IPR027039:Crtac1,IPR028994:Integrin_alpha_N,				SM00179:EGF_CA,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0245~EGF-like domain,KW-0677~Repeat,KW-0732~Signal,			KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:O-linked (GalNAc...) threonine,COMPBIAS:Polar residues,DOMAIN:ASPIC/UnbV,DOMAIN:EGF-like,DOMAIN:EGF-like calcium-binding,REGION:Disordered,REPEAT:FG-GAP 1; atypical,REPEAT:FG-GAP 2; atypical,REPEAT:FG-GAP 3; atypical,REPEAT:FG-GAP 4; atypical,
P21868	casein kinase 2 alpha 1(CSNK2A1)	Gallus gallus			GO:0006302~double-strand break repair,GO:0006468~protein phosphorylation,GO:0016055~Wnt signaling pathway,GO:0018105~peptidyl-serine phosphorylation,GO:0048511~rhythmic process,GO:0051726~regulation of cell cycle,	GO:0005634~nucleus,GO:0005829~cytosol,GO:0005956~protein kinase CK2 complex,	GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,	IPR000719:Prot_kinase_dom,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR017441:Protein_kinase_ATP_BS,IPR045216:CK2_alpha,	gga03008:Ribosome biogenesis in eukaryotes,gga04137:Mitophagy - animal,gga04310:Wnt signaling pathway,gga04520:Adherens junction,			SM00220:S_TKc,	KW-0090~Biological rhythms,KW-0879~Wnt signaling pathway,	KW-0539~Nucleus,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,		ACT_SITE:Proton acceptor,COMPBIAS:Polar residues,DOMAIN:Protein kinase,REGION:Disordered,REGION:Interaction with beta subunit,
A0A1D5PPP7	caspase 6(CASP6)	Gallus gallus			GO:0002218~activation of innate immune response,GO:0006309~apoptotic DNA fragmentation,GO:0006508~proteolysis,GO:0006915~apoptotic process,GO:0016540~protein autoprocessing,GO:0030262~apoptotic nuclear changes,GO:0030263~apoptotic chromosome condensation,GO:0043065~positive regulation of apoptotic process,GO:0060545~positive regulation of necroptotic process,GO:0070269~pyroptosis,GO:0070306~lens fiber cell differentiation,GO:0072332~intrinsic apoptotic signaling pathway by p53 class mediator,GO:0097284~hepatocyte apoptotic process,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0004197~cysteine-type endopeptidase activity,GO:0008234~cysteine-type peptidase activity,GO:0097153~cysteine-type endopeptidase activity involved in apoptotic process,GO:0097200~cysteine-type endopeptidase activity involved in execution phase of apoptosis,	IPR001309:Pept_C14_p20,IPR002138:Pept_C14_p10,IPR002398:Pept_C14,IPR011600:Pept_C14_caspase,IPR015917:Pept_C14A,IPR029030:Caspase-like_dom_sf,IPR033139:Caspase_cys_AS,	gga04210:Apoptosis,		PIRSF038001:Caspase_ICE,	SM00115:CASc,	KW-0053~Apoptosis,	KW-0539~Nucleus,KW-0963~Cytoplasm,					KW-0378~Hydrolase,KW-0645~Protease,KW-0788~Thiol protease,	KW-0068~Autocatalytic cleavage,KW-0865~Zymogen,	COMPBIAS:Polar residues,DOMAIN:Caspase family p10,DOMAIN:Caspase family p20,REGION:130's region,REGION:Disordered,REGION:Tri-arginine exosite,
Q9WUF3	caspase 8 associated protein 2(Casp8ap2)	Mus musculus			GO:0006915~apoptotic process,GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0007049~cell cycle,GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,GO:0036337~Fas signaling pathway,GO:0097190~apoptotic signaling pathway,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0016605~PML body,	GO:0002020~protease binding,GO:0003714~transcription corepressor activity,GO:0005515~protein binding,GO:0008656~cysteine-type endopeptidase activator activity involved in apoptotic process,GO:0032184~SUMO polymer binding,GO:0042802~identical protein binding,	IPR039674:FLASH,IPR049257:Gon4l/CASP8AP2_myb-like,					KW-0053~Apoptosis,KW-0131~Cell cycle,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0496~Mitochondrion,KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0175~Coiled coil,		KW-0010~Activator,KW-0678~Repressor,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,MOTIF:SUMO interaction motif 1 (SIM); mediates the binding to polysumoylated substrates,REGION:Disordered,REGION:NCOA2-binding,
Q96LW7	caspase recruitment domain family member 19(CARD19)	Homo sapiens			GO:0043124~negative regulation of I-kappaB kinase/NF-kappaB signaling,	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0031966~mitochondrial membrane,	GO:0050700~CARD domain binding,	IPR011029:DEATH-like_dom_sf,IPR042146:CARD_BinCARD,IPR043574:CARD19,						KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0496~Mitochondrion,KW-0539~Nucleus,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,			KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	DISULFID:Redox-active,DOMAIN:CARD,MUTAGEN:L->A: Abolishes the NF-kappa-B inhibitory activity.,
Q9PT92	catalase(cat)	Danio rerio			GO:0006979~response to oxidative stress,GO:0042542~response to hydrogen peroxide,GO:0042744~hydrogen peroxide catabolic process,GO:0046688~response to copper ion,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005777~peroxisome,	GO:0004096~catalase activity,GO:0004601~peroxidase activity,GO:0016491~oxidoreductase activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR002226:Catalase_haem_BS,IPR010582:Catalase_immune_responsive,IPR011614:Catalase_core,IPR018028:Catalase,IPR020835:Catalase_sf,IPR024708:Catalase_AS,IPR024711:Catalase_clade1/3,IPR040333:Catalase_3,	dre00380:Tryptophan metabolism,dre00630:Glyoxylate and dicarboxylate metabolism,dre01100:Metabolic pathways,dre01200:Carbon metabolism,dre04068:FoxO signaling pathway,dre04146:Peroxisome,		PIRSF038928:Catalase_clade1-3,	SM01060:Catalase,	KW-0376~Hydrogen peroxide,	KW-0576~Peroxisome,				KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,KW-0521~NADP,	KW-0560~Oxidoreductase,KW-0575~Peroxidase,		BINDING:axial binding residue,COMPBIAS:Basic and acidic residues,DOMAIN:Catalase core,REGION:Disordered,
