ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
Q90460	activated leukocyte cell adhesion molecule a(alcama)	Danio rerio			GO:0001947~heart looping,GO:0002250~adaptive immune response,GO:0002376~immune system process,GO:0007155~cell adhesion,GO:0007409~axonogenesis,GO:0010628~positive regulation of gene expression,GO:0010770~positive regulation of cell morphogenesis involved in differentiation,GO:0014033~neural crest cell differentiation,GO:0030182~neuron differentiation,GO:0048703~embryonic viscerocranium morphogenesis,GO:0060042~retina morphogenesis in camera-type eye,GO:0060536~cartilage morphogenesis,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0042995~cell projection,	GO:0042802~identical protein binding,	IPR003006:Ig/MHC_CS,IPR003598:Ig_sub2,IPR003599:Ig_sub,IPR007110:Ig-like_dom,IPR013106:Ig_V-set,IPR013162:CD80_C2-set,IPR013783:Ig-like_fold,IPR036179:Ig-like_dom_sf,	dre04514:Cell adhesion molecules,			SM00406:IGv,SM00408:IGc2,SM00409:IG,	KW-0130~Cell adhesion,KW-0391~Immunity,KW-1064~Adaptive immunity,	KW-0472~Membrane,KW-0966~Cell projection,KW-1003~Cell membrane,			KW-0393~Immunoglobulin domain,KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0217~Developmental protein,KW-9996~Developmental protein,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Ig-like,DOMAIN:Ig-like C2-type 1,DOMAIN:Ig-like C2-type 2,DOMAIN:Ig-like C2-type 3,DOMAIN:Ig-like V-type 1,DOMAIN:Ig-like V-type 2,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q7SXW6	activin A receptor type 2Aa(acvr2aa)	Danio rerio			GO:0001501~skeletal system development,GO:0001755~neural crest cell migration,GO:0006468~protein phosphorylation,GO:0007178~transmembrane receptor protein serine/threonine kinase signaling pathway,GO:0016310~phosphorylation,GO:0030902~hindbrain development,GO:0032924~activin receptor signaling pathway,GO:0034314~Arp2/3 complex-mediated actin nucleation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0051216~cartilage development,GO:0071363~cellular response to growth factor stimulus,GO:1905168~positive regulation of double-strand break repair via homologous recombination,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005885~Arp2/3 protein complex,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0035861~site of double-strand break,GO:0042995~cell projection,GO:0043235~receptor complex,GO:0048179~activin receptor complex,	GO:0000166~nucleotide binding,GO:0003779~actin binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004675~transmembrane receptor protein serine/threonine kinase activity,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0017002~activin-activated receptor activity,GO:0038023~signaling receptor activity,GO:0046872~metal ion binding,GO:0048185~activin binding,	IPR000333:TGFB_receptor,IPR000472:Activin_recp,IPR000719:Prot_kinase_dom,IPR004000:Actin,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR017194:Transform_growth_fac-b_typ-2,IPR020902:Actin/actin-like_CS,IPR043129:ATPase_NBD,IPR045860:Snake_toxin-like_sf,	dre04060:Cytokine-cytokine receptor interaction,dre04350:TGF-beta signaling pathway,		PIRSF037393:TGFRII,	SM00268:ACTIN,		KW-0206~Cytoskeleton,KW-0472~Membrane,KW-0539~Nucleus,KW-0963~Cytoplasm,KW-0966~Cell projection,KW-1003~Cell membrane,			KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0464~Manganese,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0009~Actin-binding,KW-0418~Kinase,KW-0675~Receptor,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,DOMAIN:Protein kinase,TRANSMEM:Helical,
Q9H845	acyl-CoA dehydrogenase family member 9(ACAD9)	Homo sapiens			GO:0001676~long-chain fatty acid metabolic process,GO:0032981~mitochondrial respiratory chain complex I assembly,GO:0051791~medium-chain fatty acid metabolic process,	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0030425~dendrite,GO:0031966~mitochondrial membrane,	GO:0003995~acyl-CoA dehydrogenase activity,GO:0004466~long-chain-acyl-CoA dehydrogenase activity,GO:0005515~protein binding,GO:0016627~oxidoreductase activity, acting on the CH-CH group of donors,GO:0050660~flavin adenine dinucleotide binding,GO:0070991~medium-chain-acyl-CoA dehydrogenase activity,	IPR006089:Acyl-CoA_DH_CS,IPR006091:Acyl-CoA_Oxase/DH_mid-dom,IPR009075:AcylCo_DH/oxidase_C,IPR009100:AcylCoA_DH/oxidase_NM_dom_sf,IPR013786:AcylCoA_DH/ox_N,IPR036250:AcylCo_DH-like_C,IPR037069:AcylCoA_DH/ox_N_sf,IPR046373:Acyl-CoA_Oxase/DH_mid-dom_sf,		611126~Mitochondrial complex I deficiency, nuclear type 20,				KW-0472~Membrane,KW-0496~Mitochondrion,KW-0999~Mitochondrion inner membrane,		KW-0225~Disease variant,KW-1274~Primary mitochondrial disease,	KW-0809~Transit peptide,	KW-0274~FAD,KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,COMPBIAS:Polar residues,DOMAIN:Acyl-CoA dehydrogenase/oxidase C-terminal,DOMAIN:Acyl-CoA dehydrogenase/oxidase N-terminal,DOMAIN:Acyl-CoA oxidase/dehydrogenase middle,MUTAGEN:E->Q: Loss of long-chain-acyl-CoA dehydrogenase activity. Does not affect mitochondrial complex I assembly.,REGION:Disordered,TRANSIT:Mitochondrion,
P15650	acyl-CoA dehydrogenase, long chain(Acadl)	Rattus norvegicus			GO:0001659~temperature homeostasis,GO:0009062~fatty acid catabolic process,GO:0009409~response to cold,GO:0019254~carnitine metabolic process, CoA-linked,GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase,GO:0042413~carnitine catabolic process,GO:0042758~long-chain fatty acid catabolic process,GO:0044242~cellular lipid catabolic process,GO:0045717~negative regulation of fatty acid biosynthetic process,GO:0046322~negative regulation of fatty acid oxidation,GO:0090181~regulation of cholesterol metabolic process,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0031966~mitochondrial membrane,	GO:0000062~fatty-acyl-CoA binding,GO:0003995~acyl-CoA dehydrogenase activity,GO:0004466~long-chain-acyl-CoA dehydrogenase activity,GO:0016401~palmitoyl-CoA oxidase activity,GO:0042802~identical protein binding,GO:0050660~flavin adenine dinucleotide binding,	IPR006089:Acyl-CoA_DH_CS,IPR006091:Acyl-CoA_Oxase/DH_mid-dom,IPR009075:AcylCo_DH/oxidase_C,IPR009100:AcylCoA_DH/oxidase_NM_dom_sf,IPR013786:AcylCoA_DH/ox_N,IPR034179:LCAD,IPR036250:AcylCo_DH-like_C,IPR037069:AcylCoA_DH/ox_N_sf,IPR046373:Acyl-CoA_Oxase/DH_mid-dom_sf,	rno00071:Fatty acid degradation,rno01100:Metabolic pathways,rno01212:Fatty acid metabolism,rno03320:PPAR signaling pathway,				KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,	KW-0496~Mitochondrion,			KW-0732~Signal,KW-0809~Transit peptide,	KW-0274~FAD,KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,DOMAIN:Acyl-CoA dehydrogenase/oxidase C-terminal,DOMAIN:Acyl-CoA dehydrogenase/oxidase N-terminal,DOMAIN:Acyl-CoA oxidase/dehydrogenase middle,TRANSIT:Mitochondrion,
Q0P4F7	acyl-CoA synthetase family member 2(acsf2)	Danio rerio			GO:0006629~lipid metabolic process,GO:0006631~fatty acid metabolic process,	GO:0005739~mitochondrion,	GO:0000166~nucleotide binding,GO:0005524~ATP binding,GO:0016874~ligase activity,GO:0031956~medium-chain fatty acid-CoA ligase activity,GO:0047760~butyrate-CoA ligase activity,	IPR000873:AMP-dep_Synth/Lig_com,IPR020845:AMP-binding_CS,IPR025110:AMP-bd_C,IPR042099:ANL_N_sf,IPR045851:AMP-bd_C_sf,					KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,	KW-0496~Mitochondrion,			KW-0809~Transit peptide,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0436~Ligase,		DOMAIN:AMP-binding enzyme C-terminal,DOMAIN:AMP-dependent synthetase/ligase,TRANSIT:Mitochondrion,
P18163	acyl-CoA synthetase long-chain family member 1(Acsl1)	Rattus norvegicus			GO:0000038~very long-chain fatty acid metabolic process,GO:0001676~long-chain fatty acid metabolic process,GO:0006631~fatty acid metabolic process,GO:0007584~response to nutrient,GO:0008610~lipid biosynthetic process,GO:0009410~response to xenobiotic stimulus,GO:0010033~response to organic substance,GO:0010747~positive regulation of plasma membrane long-chain fatty acid transport,GO:0014070~response to organic cyclic compound,GO:0015908~fatty acid transport,GO:0019432~triglyceride biosynthetic process,GO:0033211~adiponectin-activated signaling pathway,GO:0034201~response to oleic acid,GO:0035338~long-chain fatty-acyl-CoA biosynthetic process,GO:0042178~xenobiotic catabolic process,GO:0044539~long-chain fatty acid import,	GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0005778~peroxisomal membrane,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,	GO:0003987~acetate-CoA ligase activity,GO:0004467~long-chain fatty acid-CoA ligase activity,GO:0005524~ATP binding,GO:0043539~protein serine/threonine kinase activator activity,GO:0047676~arachidonate-CoA ligase activity,GO:0050197~phytanate-CoA ligase activity,GO:0070251~pristanate-CoA ligase activity,GO:0090434~oleoyl-CoA ligase activity,	IPR000873:AMP-dep_Synth/Lig_com,IPR020845:AMP-binding_CS,IPR042099:ANL_N_sf,IPR045311:LC-FACS_euk,	rno00061:Fatty acid biosynthesis,rno00071:Fatty acid degradation,rno01100:Metabolic pathways,rno01212:Fatty acid metabolism,rno03320:PPAR signaling pathway,rno04146:Peroxisome,rno04216:Ferroptosis,rno04714:Thermogenesis,rno04920:Adipocytokine signaling pathway,				KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0492~Microsome,KW-0496~Mitochondrion,KW-0576~Peroxisome,KW-1000~Mitochondrion outer membrane,			KW-0735~Signal-anchor,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0547~Nucleotide-binding,	KW-0436~Ligase,	KW-0007~Acetylation,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0944~Nitration,	CARBOHYD:O-linked (GlcNAc) serine,DOMAIN:AMP-dependent synthetase/ligase,TOPO_DOM:Cytoplasmic,TRANSMEM:Helical,TRANSMEM:Helical; Signal-anchor for type III membrane protein,
Q9NR19	acyl-CoA synthetase short chain family member 2(ACSS2)	Homo sapiens		h_cptPathway:Mitochondrial Carnitine Palmitoyltransferase (CPT) System,	GO:0006069~ethanol oxidation,GO:0006085~acetyl-CoA biosynthetic process,GO:0006629~lipid metabolic process,GO:0007616~long-term memory,GO:0008610~lipid biosynthetic process,GO:0019413~acetate biosynthetic process,GO:0019427~acetyl-CoA biosynthetic process from acetate,GO:0019542~propionate biosynthetic process,GO:0045893~positive regulation of transcription, DNA-templated,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,	GO:0003682~chromatin binding,GO:0003713~transcription coactivator activity,GO:0003987~acetate-CoA ligase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016208~AMP binding,GO:0050218~propionate-CoA ligase activity,	IPR000873:AMP-dep_Synth/Lig_com,IPR011904:Ac_CoA_lig,IPR020845:AMP-binding_CS,IPR025110:AMP-bd_C,IPR032387:ACAS_N,IPR042099:ANL_N_sf,IPR045851:AMP-bd_C_sf,	hsa00010:Glycolysis / Gluconeogenesis,hsa00620:Pyruvate metabolism,hsa00630:Glyoxylate and dicarboxylate metabolism,hsa00640:Propanoate metabolism,hsa01100:Metabolic pathways,hsa01200:Carbon metabolism,				KW-0443~Lipid metabolism,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,KW-0963~Cytoplasm,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0010~Activator,KW-0436~Ligase,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	DOMAIN:AMP-binding enzyme C-terminal,DOMAIN:AMP-dependent synthetase/ligase,DOMAIN:Acetyl-coenzyme A synthetase N-terminal,MOTIF:Nuclear localization signal,MUTAGEN:RR->AA: No effect on catalytic activity. Loss of interaction with KPNA1 and nuclear translocation upon glucose deprivation. Loss of ability to promote gene transcription for lysosomal biogenesis and autophagy.,MUTAGEN:S->A: No effect on catalytic activity. Loss of AMPK-mediated phosphorylation, interaction with KPNA1 and nuclear translocation upon glucose deprivation. Loss of ability to promote gene transcription for lysosomal biogenesis and autophagy.,MUTAGEN:T->A: Loss of catlytic activity but no effect on its nuclear translocation upon glucose deprivation. Loss of ability to promote gene transcription for lysosomal biogenesis and autophagy.,REGION:Disordered,REGION:Interaction with TFEB,
Q5REB8	acyl-CoA synthetase short chain family member 3(ACSS3)	Pongo abelii			GO:0006629~lipid metabolic process,	GO:0005759~mitochondrial matrix,	GO:0003987~acetate-CoA ligase activity,GO:0005524~ATP binding,GO:0047760~butyrate-CoA ligase activity,GO:0050218~propionate-CoA ligase activity,	IPR000873:AMP-dep_Synth/Lig_com,IPR020845:AMP-binding_CS,IPR025110:AMP-bd_C,IPR032387:ACAS_N,IPR042099:ANL_N_sf,IPR045851:AMP-bd_C_sf,	pon00640:Propanoate metabolism,pon01100:Metabolic pathways,				KW-0443~Lipid metabolism,	KW-0496~Mitochondrion,			KW-0809~Transit peptide,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0436~Ligase,	KW-0007~Acetylation,	DOMAIN:AMP-binding enzyme C-terminal,DOMAIN:AMP-dependent synthetase/ligase,DOMAIN:Acetyl-coenzyme A synthetase N-terminal,TRANSIT:Mitochondrion,
Q86TX2	acyl-CoA thioesterase 1(ACOT1)	Homo sapiens			GO:0000038~very long-chain fatty acid metabolic process,GO:0001676~long-chain fatty acid metabolic process,GO:0006631~fatty acid metabolic process,GO:0006637~acyl-CoA metabolic process,	GO:0005829~cytosol,	GO:0016290~palmitoyl-CoA hydrolase activity,GO:0016790~thiolester hydrolase activity,GO:0047617~acyl-CoA hydrolase activity,GO:0052689~carboxylic ester hydrolase activity,GO:0052816~long-chain acyl-CoA hydrolase activity,GO:0102991~myristoyl-CoA hydrolase activity,	IPR006862:Thio_Ohase/aa_AcTrfase,IPR014940:BAAT_C,IPR016662:Acyl-CoA_thioEstase_long-chain,IPR029058:AB_hydrolase,IPR042490:Thio_Ohase/BAAT_N,	hsa00062:Fatty acid elongation,hsa01040:Biosynthesis of unsaturated fatty acids,hsa01100:Metabolic pathways,hsa04913:Ovarian steroidogenesis,		PIRSF016521:Acyl-CoA_hydro,		KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,	KW-0963~Cytoplasm,					KW-0378~Hydrolase,KW-0719~Serine esterase,		ACT_SITE:Charge relay system,DOMAIN:Acyl-CoA thioester hydrolase/bile acid-CoA amino acid N-acetyltransferase,DOMAIN:BAAT/Acyl-CoA thioester hydrolase C-terminal,
O55137	acyl-CoA thioesterase 1(Acot1)	Mus musculus			GO:0000038~very long-chain fatty acid metabolic process,GO:0001676~long-chain fatty acid metabolic process,GO:0006629~lipid metabolic process,GO:0006631~fatty acid metabolic process,GO:0006637~acyl-CoA metabolic process,GO:0010667~negative regulation of cardiac muscle cell apoptotic process,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,	GO:0016290~palmitoyl-CoA hydrolase activity,GO:0016787~hydrolase activity,GO:0016790~thiolester hydrolase activity,GO:0047617~acyl-CoA hydrolase activity,GO:0052689~carboxylic ester hydrolase activity,GO:0102991~myristoyl-CoA hydrolase activity,	IPR006862:Thio_Ohase/aa_AcTrfase,IPR014940:BAAT_C,IPR016662:Acyl-CoA_thioEstase_long-chain,IPR029058:AB_hydrolase,IPR042490:Thio_Ohase/BAAT_N,	mmu00062:Fatty acid elongation,mmu01040:Biosynthesis of unsaturated fatty acids,mmu01100:Metabolic pathways,mmu04913:Ovarian steroidogenesis,		PIRSF016521:Acyl-CoA_hydro,		KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,	KW-0963~Cytoplasm,					KW-0378~Hydrolase,KW-0719~Serine esterase,	KW-0597~Phosphoprotein,	ACT_SITE:Charge relay system,DOMAIN:Acyl-CoA thioester hydrolase/bile acid-CoA amino acid N-acetyltransferase,DOMAIN:BAAT/Acyl-CoA thioester hydrolase C-terminal,MUTAGEN:D->A: Abolishes activity.,MUTAGEN:H->Q: Abolishes activity.,MUTAGEN:S->A: Abolishes activity.,MUTAGEN:S->C: Retains 2% of the initial activity; deacylation of the acyl-enzyme intermediate becomes rate-limiting.,REGION:Disordered,
Q8VHQ9	acyl-CoA thioesterase 11(Acot11)	Mus musculus			GO:0006629~lipid metabolic process,GO:0006631~fatty acid metabolic process,GO:0006637~acyl-CoA metabolic process,GO:0009266~response to temperature stimulus,GO:0009409~response to cold,GO:0035556~intracellular signal transduction,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,	GO:0008289~lipid binding,GO:0016290~palmitoyl-CoA hydrolase activity,GO:0016787~hydrolase activity,GO:0016790~thiolester hydrolase activity,GO:0047617~acyl-CoA hydrolase activity,GO:0052689~carboxylic ester hydrolase activity,GO:0052816~long-chain acyl-CoA hydrolase activity,GO:0102991~myristoyl-CoA hydrolase activity,	IPR002913:START_lipid-bd_dom,IPR006683:Thioestr_dom,IPR023393:START-like_dom_sf,IPR029069:HotDog_dom_sf,IPR033120:HOTDOG_ACOT,IPR040170:Cytosol_ACT,				SM00234:START,	KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,	KW-0496~Mitochondrion,KW-0963~Cytoplasm,			KW-0677~Repeat,KW-0809~Transit peptide,		KW-0378~Hydrolase,KW-0719~Serine esterase,	KW-0597~Phosphoprotein,	COMPBIAS:Polar residues,DOMAIN:HotDog ACOT-type,DOMAIN:HotDog ACOT-type 1,DOMAIN:HotDog ACOT-type 2,DOMAIN:START,REGION:Disordered,TRANSIT:Mitochondrion,
Q9CQR4	acyl-CoA thioesterase 13(Acot13)	Mus musculus			GO:0006629~lipid metabolic process,GO:0051289~protein homotetramerization,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005819~spindle,GO:0005829~cytosol,GO:0005856~cytoskeleton,	GO:0016290~palmitoyl-CoA hydrolase activity,GO:0016787~hydrolase activity,GO:0047617~acyl-CoA hydrolase activity,GO:0102991~myristoyl-CoA hydrolase activity,	IPR003736:PAAI_dom,IPR006683:Thioestr_dom,IPR029069:HotDog_dom_sf,IPR039298:ACOT13,					KW-0443~Lipid metabolism,	KW-0206~Cytoskeleton,KW-0496~Mitochondrion,KW-0539~Nucleus,KW-0963~Cytoplasm,					KW-0378~Hydrolase,	KW-0007~Acetylation,	DOMAIN:Thioesterase,
Q9BXS5	adaptor related protein complex 1 subunit mu 1(AP1M1)	Homo sapiens			GO:0006886~intracellular protein transport,GO:0015031~protein transport,GO:0016192~vesicle-mediated transport,GO:0032438~melanosome organization,GO:0035646~endosome to melanosome transport,GO:0060155~platelet dense granule organization,GO:1903232~melanosome assembly,	GO:0000139~Golgi membrane,GO:0005765~lysosomal membrane,GO:0005769~early endosome,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030121~AP-1 adaptor complex,GO:0030131~clathrin adaptor complex,GO:0030136~clathrin-coated vesicle,GO:0030659~cytoplasmic vesicle membrane,GO:0030665~clathrin-coated vesicle membrane,GO:0032588~trans-Golgi network membrane,GO:0035579~specific granule membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0035615~clathrin adaptor activity,	IPR001392:Clathrin_mu,IPR011012:Longin-like_dom_sf,IPR018240:Clathrin_mu_CS,IPR022775:AP_mu_sigma_su,IPR028565:MHD,IPR036168:AP2_Mu_C_sf,	hsa04142:Lysosome,hsa05170:Human immunodeficiency virus 1 infection,		PIRSF005992:Clathrin_mu,		KW-0653~Protein transport,KW-0813~Transport,KW-0945~Host-virus interaction,	KW-0333~Golgi apparatus,KW-0472~Membrane,KW-0968~Cytoplasmic vesicle,						KW-0007~Acetylation,KW-0597~Phosphoprotein,	DOMAIN:AP complex mu/sigma subunit,DOMAIN:MHD,REGION:Disordered,
Q6NWK2	adaptor related protein complex 2 subunit mu 1a(ap2m1a)	Danio rerio			GO:0006886~intracellular protein transport,GO:0006897~endocytosis,GO:0015031~protein transport,GO:0016055~Wnt signaling pathway,GO:0016192~vesicle-mediated transport,GO:0072583~clathrin-dependent endocytosis,	GO:0005886~plasma membrane,GO:0005905~clathrin-coated pit,GO:0016020~membrane,GO:0030122~AP-2 adaptor complex,GO:0030131~clathrin adaptor complex,GO:0031410~cytoplasmic vesicle,	GO:0008289~lipid binding,GO:0035615~clathrin adaptor activity,	IPR001392:Clathrin_mu,IPR011012:Longin-like_dom_sf,IPR018240:Clathrin_mu_CS,IPR022775:AP_mu_sigma_su,IPR028565:MHD,IPR036168:AP2_Mu_C_sf,IPR043512:Mu2_C,IPR043532:AP2_Mu_N,	dre04144:Endocytosis,		PIRSF005992:Clathrin_mu,		KW-0254~Endocytosis,KW-0653~Protein transport,KW-0813~Transport,	KW-0168~Coated pit,KW-0472~Membrane,KW-1003~Cell membrane,				KW-0446~Lipid-binding,			DOMAIN:MHD,
Q9DB50	adaptor-related protein complex 1, sigma 2 subunit(Ap1s2)	Mus musculus			GO:0006886~intracellular protein transport,GO:0008542~visual learning,GO:0015031~protein transport,GO:0016182~synaptic vesicle budding from endosome,GO:0016192~vesicle-mediated transport,GO:0036465~synaptic vesicle recycling,GO:0045444~fat cell differentiation,GO:0050885~neuromuscular process controlling balance,GO:0051649~establishment of localization in cell,GO:0060155~platelet dense granule organization,GO:0060612~adipose tissue development,GO:1903232~melanosome assembly,	GO:0005765~lysosomal membrane,GO:0005769~early endosome,GO:0005794~Golgi apparatus,GO:0005905~clathrin-coated pit,GO:0016020~membrane,GO:0030117~membrane coat,GO:0030121~AP-1 adaptor complex,GO:0031410~cytoplasmic vesicle,GO:0032588~trans-Golgi network membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0045202~synapse,GO:0098793~presynapse,	GO:0005515~protein binding,GO:0035615~clathrin adaptor activity,	IPR000804:Clathrin_sm-chain_CS,IPR011012:Longin-like_dom_sf,IPR016635:AP_complex_ssu,IPR022775:AP_mu_sigma_su,IPR044733:AP1_sigma,	mmu04142:Lysosome,mmu05170:Human immunodeficiency virus 1 infection,		PIRSF015588:AP_complex_sigma,		KW-0653~Protein transport,KW-0813~Transport,	KW-0168~Coated pit,KW-0333~Golgi apparatus,KW-0472~Membrane,KW-0968~Cytoplasmic vesicle,							DOMAIN:AP complex mu/sigma subunit,
