ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
P00375	dihydrofolate reductase(Dhfr)	Mus musculus		m_g1Pathway:Cell Cycle: G1/S Check Point ,	GO:0006545~glycine biosynthetic process,GO:0006729~tetrahydrobiopterin biosynthetic process,GO:0006730~one-carbon metabolic process,GO:0031103~axon regeneration,GO:0031427~response to methotrexate,GO:0035094~response to nicotine,GO:0035999~tetrahydrofolate interconversion,GO:0046452~dihydrofolate metabolic process,GO:0046653~tetrahydrofolate metabolic process,GO:0046654~tetrahydrofolate biosynthetic process,GO:0046655~folic acid metabolic process,GO:0051000~positive regulation of nitric-oxide synthase activity,GO:2000121~regulation of removal of superoxide radicals,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,	GO:0000900~translation repressor activity, nucleic acid binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0004146~dihydrofolate reductase activity,GO:0005542~folic acid binding,GO:0016491~oxidoreductase activity,GO:0050661~NADP binding,GO:0051871~dihydrofolic acid binding,GO:0070402~NADPH binding,GO:1990825~sequence-specific mRNA binding,	IPR001796:DHFR_dom,IPR012259:DHFR,IPR017925:DHFR_CS,IPR024072:DHFR-like_dom_sf,	mmu00670:One carbon pool by folate,mmu00790:Folate biosynthesis,mmu01100:Metabolic pathways,mmu01240:Biosynthesis of cofactors,mmu01523:Antifolate resistance,				KW-0487~Methotrexate resistance,KW-0554~One-carbon metabolism,	KW-0496~Mitochondrion,KW-0963~Cytoplasm,				KW-0521~NADP,	KW-0560~Oxidoreductase,KW-0694~RNA-binding,	KW-0007~Acetylation,	DOMAIN:DHFR,
P22411	dipeptidyl peptidase 4(DPP4)	Sus scrofa			GO:0001662~behavioral fear response,GO:0001666~response to hypoxia,GO:0006508~proteolysis,GO:0007155~cell adhesion,GO:0008284~positive regulation of cell proliferation,GO:0010716~negative regulation of extracellular matrix disassembly,GO:0031295~T cell costimulation,GO:0033632~regulation of cell-cell adhesion mediated by integrin,GO:0035641~locomotory exploration behavior,GO:0036343~psychomotor behavior,GO:0042110~T cell activation,GO:0043542~endothelial cell migration,GO:0090024~negative regulation of neutrophil chemotaxis,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0030027~lamellipodium,GO:0030139~endocytic vesicle,GO:0031258~lamellipodium membrane,GO:0042995~cell projection,GO:0045121~membrane raft,GO:0046581~intercellular canaliculus,GO:0070161~anchoring junction,	GO:0001618~virus receptor activity,GO:0002020~protease binding,GO:0004177~aminopeptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0005102~receptor binding,GO:0008236~serine-type peptidase activity,GO:0008239~dipeptidyl-peptidase activity,GO:0016787~hydrolase activity,GO:0042803~protein homodimerization activity,GO:0045499~chemorepellent activity,	IPR001375:Peptidase_S9,IPR002469:Peptidase_S9B_N,IPR002471:Pept_S9_AS,IPR029058:AB_hydrolase,IPR040522:DPPIV_rep,	ssc04974:Protein digestion and absorption,				KW-0130~Cell adhesion,	KW-0472~Membrane,KW-0964~Secreted,KW-0965~Cell junction,KW-0966~Cell projection,KW-1003~Cell membrane,			KW-0735~Signal-anchor,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0031~Aminopeptidase,KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Charge relay system,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Dipeptidyl peptidase 4 low complexity region,DOMAIN:Dipeptidylpeptidase IV N-terminal,DOMAIN:Peptidase S9 prolyl oligopeptidase catalytic,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Signal-anchor for type II membrane protein,
Q9EPB1	dipeptidylpeptidase 7(Dpp7)	Rattus norvegicus			GO:0006508~proteolysis,GO:0030163~protein catabolic process,GO:1905146~lysosomal protein catabolic process,	GO:0005576~extracellular region,GO:0005764~lysosome,GO:0005794~Golgi apparatus,GO:0031410~cytoplasmic vesicle,GO:0031982~vesicle,GO:0043231~intracellular membrane-bounded organelle,	GO:0004177~aminopeptidase activity,GO:0008239~dipeptidyl-peptidase activity,GO:0070008~serine-type exopeptidase activity,	IPR008758:Peptidase_S28,IPR029058:AB_hydrolase,IPR042269:Ser_carbopepase_S28_SKS,						KW-0458~Lysosome,KW-0964~Secreted,KW-0968~Cytoplasmic vesicle,			KW-0732~Signal,		KW-0031~Aminopeptidase,KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,	KW-0325~Glycoprotein,KW-0865~Zymogen,	ACT_SITE:Charge relay system,CARBOHYD:N-linked (GlcNAc...) asparagine,
Q1RLQ5	divergent protein kinase domain 1Aa(dipk1aa)	Danio rerio				GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,		IPR022049:FAM69_kinase_dom,IPR029244:FAM69_N,				SM01299:PIP49_N,		KW-0256~Endoplasmic reticulum,KW-0472~Membrane,			KW-0735~Signal-anchor,KW-0812~Transmembrane,KW-1133~Transmembrane helix,			KW-1015~Disulfide bond,	TOPO_DOM:Cytoplasmic,TOPO_DOM:Lumenal,TRANSMEM:Helical,
Q5DU00	doublecortin domain containing 2a(Dcdc2a)	Mus musculus			GO:0001764~neuron migration,GO:0007399~nervous system development,GO:0007605~sensory perception of sound,GO:0008542~visual learning,GO:0019228~neuronal action potential,GO:0030030~cell projection organization,GO:0030111~regulation of Wnt signaling pathway,GO:0035249~synaptic transmission, glutamatergic,GO:0035556~intracellular signal transduction,GO:0045880~positive regulation of smoothened signaling pathway,GO:0048813~dendrite morphogenesis,GO:0060271~cilium assembly,GO:1902017~regulation of cilium assembly,	GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005874~microtubule,GO:0005929~cilium,GO:0005930~axoneme,GO:0015630~microtubule cytoskeleton,GO:0034451~centriolar satellite,GO:0042995~cell projection,GO:0045202~synapse,GO:0060091~kinocilium,GO:0072686~mitotic spindle,	GO:0019894~kinesin binding,	IPR003533:Doublecortin_dom,IPR033036:DCDC2_DCX_dom2,IPR036572:Doublecortin_dom_sf,				SM00537:DCX,	KW-0524~Neurogenesis,KW-0970~Cilium biogenesis/degradation,	KW-0206~Cytoskeleton,KW-0963~Cytoplasm,KW-0966~Cell projection,			KW-0677~Repeat,			KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:Doublecortin,DOMAIN:Doublecortin 1,DOMAIN:Doublecortin 2,REGION:Disordered,
Q16643	drebrin 1(DBN1)	Homo sapiens			GO:0001701~in utero embryonic development,GO:0007015~actin filament organization,GO:0010643~cell communication by chemical coupling,GO:0010644~cell communication by electrical coupling,GO:0031915~positive regulation of synaptic plasticity,GO:0032507~maintenance of protein location in cell,GO:0048168~regulation of neuronal synaptic plasticity,GO:0048699~generation of neurons,GO:0050773~regulation of dendrite development,GO:0051220~cytoplasmic sequestering of protein,GO:0061003~positive regulation of dendritic spine morphogenesis,GO:0061351~neural precursor cell proliferation,GO:1902685~positive regulation of receptor localization to synapse,	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005921~gap junction,GO:0014069~postsynaptic density,GO:0015629~actin cytoskeleton,GO:0030425~dendrite,GO:0030426~growth cone,GO:0030863~cortical cytoskeleton,GO:0042641~actomyosin,GO:0045211~postsynaptic membrane,GO:0098978~glutamatergic synapse,GO:0099524~postsynaptic cytosol,	GO:0003779~actin binding,GO:0005515~protein binding,GO:0005522~profilin binding,GO:0045296~cadherin binding,	IPR002108:ADF-H,IPR029006:ADF-H/Gelsolin-like_dom_sf,				SM00102:ADF,	KW-0221~Differentiation,KW-0524~Neurogenesis,	KW-0963~Cytoplasm,KW-0965~Cell junction,KW-0966~Cell projection,		KW-0026~Alzheimer disease,KW-0523~Neurodegeneration,KW-1008~Amyloidosis,			KW-0009~Actin-binding,KW-0217~Developmental protein,KW-9996~Developmental protein,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:ADF-H,MUTAGEN:C->Q: Decreased binding to ZMYND8.,MUTAGEN:R->D,G: Loss of binding to ZMYND8. Loss of ZMYND8 cytoplasmic localization.,REGION:Disordered,
Q8HZK2	dual oxidase 2(DUOX2)	Sus scrofa			GO:0006590~thyroid hormone generation,GO:0006952~defense response,GO:0006979~response to oxidative stress,GO:0009566~fertilization,GO:0019221~cytokine-mediated signaling pathway,GO:0030282~bone mineralization,GO:0030878~thyroid gland development,GO:0035264~multicellular organism growth,GO:0042335~cuticle development,GO:0042446~hormone biosynthetic process,GO:0042554~superoxide anion generation,GO:0042744~hydrogen peroxide catabolic process,GO:0048839~inner ear development,GO:0048855~adenohypophysis morphogenesis,GO:0051591~response to cAMP,	GO:0005783~endoplasmic reticulum,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016324~apical plasma membrane,GO:0043020~NADPH oxidase complex,GO:0045177~apical part of cell,GO:0070161~anchoring junction,	GO:0004601~peroxidase activity,GO:0005509~calcium ion binding,GO:0016174~NAD(P)H oxidase activity,GO:0016175~superoxide-generating NADPH oxidase activity,GO:0020037~heme binding,	IPR002048:EF_hand_dom,IPR010255:Haem_peroxidase_sf,IPR011992:EF-hand-dom_pair,IPR013112:FAD-bd_8,IPR013121:Fe_red_NAD-bd_6,IPR013130:Fe3_Rdtase_TM_dom,IPR017927:FAD-bd_FR_type,IPR017938:Riboflavin_synthase-like_b-brl,IPR018247:EF_Hand_1_Ca_BS,IPR019791:Haem_peroxidase_animal,IPR034821:DUOX_peroxidase,IPR037120:Haem_peroxidase_sf_animal,IPR039261:FNR_nucleotide-bd,	ssc04918:Thyroid hormone synthesis,			SM00054:EFh,	KW-0376~Hydrogen peroxide,KW-0893~Thyroid hormones biosynthesis,	KW-0472~Membrane,KW-0965~Cell junction,KW-1003~Cell membrane,			KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0106~Calcium,KW-0274~FAD,KW-0285~Flavoprotein,KW-0479~Metal-binding,KW-0521~NADP,	KW-0560~Oxidoreductase,KW-0575~Peroxidase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DISULFID:Interchain (with C-167 in DUOXA2),DISULFID:Interchain (with C-233 in DUOXA2),DOMAIN:EF-hand,DOMAIN:EF-hand 1,DOMAIN:EF-hand 2,DOMAIN:EF-hand 3,DOMAIN:FAD-binding FR-type,DOMAIN:Ferric oxidoreductase,REGION:Interaction with TXNDC11,REGION:Peroxidase-like; mediates peroxidase activity,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
P28562	dual specificity phosphatase 1(DUSP1)	Homo sapiens		h_cd40Pathway:CD40L Signaling Pathway,h_dspPathway:Regulation of MAP Kinase Pathways Through Dual Specificity Phosphatases,h_nthiPathway:NFkB activation by Nontypeable Hemophilus influenzae,h_PparaPathway:Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha),h_tnfr2Pathway:TNFR2 Signaling Pathway,	GO:0001706~endoderm formation,GO:0007049~cell cycle,GO:0007162~negative regulation of cell adhesion,GO:0008285~negative regulation of cell proliferation,GO:0016311~dephosphorylation,GO:0035335~peptidyl-tyrosine dephosphorylation,GO:0035970~peptidyl-threonine dephosphorylation,GO:0043407~negative regulation of MAP kinase activity,GO:0043409~negative regulation of MAPK cascade,GO:0051447~negative regulation of meiotic cell cycle,GO:0070262~peptidyl-serine dephosphorylation,GO:0090027~negative regulation of monocyte chemotaxis,GO:0090266~regulation of mitotic cell cycle spindle assembly checkpoint,GO:1903753~negative regulation of p38MAPK cascade,GO:1990869~cellular response to chemokine,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0004722~protein serine/threonine phosphatase activity,GO:0004725~protein tyrosine phosphatase activity,GO:0005515~protein binding,GO:0008138~protein tyrosine/serine/threonine phosphatase activity,GO:0008330~protein tyrosine/threonine phosphatase activity,GO:0017017~MAP kinase tyrosine/serine/threonine phosphatase activity,GO:0017018~myosin phosphatase activity,GO:0033550~MAP kinase tyrosine phosphatase activity,GO:0051019~mitogen-activated protein kinase binding,	IPR000340:Dual-sp_phosphatase_cat-dom,IPR000387:Tyr_Pase_dom,IPR001763:Rhodanese-like_dom,IPR003595:Tyr_Pase_cat,IPR008343:MKP,IPR016130:Tyr_Pase_AS,IPR020422:TYR_PHOSPHATASE_DUAL_dom,IPR029021:Prot-tyrosine_phosphatase-like,IPR036873:Rhodanese-like_dom_sf,	hsa04010:MAPK signaling pathway,hsa04726:Serotonergic synapse,hsa05012:Parkinson disease,hsa05418:Fluid shear stress and atherosclerosis,		PIRSF000939:MAPK_Ptase,	SM00195:DSPc,SM00404:PTPc_motif,SM00450:RHOD,	KW-0131~Cell cycle,KW-0346~Stress response,	KW-0539~Nucleus,					KW-0378~Hydrolase,KW-0904~Protein phosphatase,	KW-0597~Phosphoprotein,	ACT_SITE:Phosphocysteine intermediate,DOMAIN:Rhodanese,DOMAIN:Tyrosine specific protein phosphatases,DOMAIN:Tyrosine-protein phosphatase,MUTAGEN:C->S: Loss of phosphatase activity.,
Q0IID7	dual specificity phosphatase 10(DUSP10)	Bos taurus			GO:0002819~regulation of adaptive immune response,GO:0006470~protein dephosphorylation,GO:0010633~negative regulation of epithelial cell migration,GO:0016311~dephosphorylation,GO:0032496~response to lipopolysaccharide,GO:0043508~negative regulation of JUN kinase activity,GO:0045591~positive regulation of regulatory T cell differentiation,GO:0046329~negative regulation of JNK cascade,GO:0048709~oligodendrocyte differentiation,GO:0050680~negative regulation of epithelial cell proliferation,GO:0051403~stress-activated MAPK cascade,GO:0060266~negative regulation of respiratory burst involved in inflammatory response,GO:0070373~negative regulation of ERK1 and ERK2 cascade,GO:0090335~regulation of brown fat cell differentiation,GO:1903753~negative regulation of p38MAPK cascade,GO:1905042~negative regulation of epithelium regeneration,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0008330~protein tyrosine/threonine phosphatase activity,GO:0008432~JUN kinase binding,GO:0017017~MAP kinase tyrosine/serine/threonine phosphatase activity,GO:0017018~myosin phosphatase activity,GO:0033549~MAP kinase phosphatase activity,GO:0033550~MAP kinase tyrosine phosphatase activity,GO:0048273~mitogen-activated protein kinase p38 binding,	IPR000340:Dual-sp_phosphatase_cat-dom,IPR000387:Tyr_Pase_dom,IPR001763:Rhodanese-like_dom,IPR008343:MKP,IPR016130:Tyr_Pase_AS,IPR020422:TYR_PHOSPHATASE_DUAL_dom,IPR029021:Prot-tyrosine_phosphatase-like,IPR036873:Rhodanese-like_dom_sf,	bta04010:MAPK signaling pathway,			SM00195:DSPc,SM00450:RHOD,		KW-0539~Nucleus,KW-0963~Cytoplasm,					KW-0378~Hydrolase,KW-0904~Protein phosphatase,		ACT_SITE:Phosphocysteine intermediate,DOMAIN:Rhodanese,DOMAIN:Tyrosine-protein phosphatase,REGION:Interaction with MAP kinases,
Q1LWL2	dual specificity phosphatase 22a(dusp22a)	Danio rerio			GO:0007165~signal transduction,GO:0016311~dephosphorylation,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004721~phosphoprotein phosphatase activity,GO:0004725~protein tyrosine phosphatase activity,GO:0008138~protein tyrosine/serine/threonine phosphatase activity,GO:0016787~hydrolase activity,GO:0016791~phosphatase activity,GO:0017018~myosin phosphatase activity,	IPR000340:Dual-sp_phosphatase_cat-dom,IPR000387:Tyr_Pase_dom,IPR016130:Tyr_Pase_AS,IPR020422:TYR_PHOSPHATASE_DUAL_dom,IPR029021:Prot-tyrosine_phosphatase-like,				SM00195:DSPc,		KW-0539~Nucleus,KW-0963~Cytoplasm,					KW-0378~Hydrolase,KW-0904~Protein phosphatase,		ACT_SITE:Phosphocysteine intermediate,DOMAIN:Tyrosine-protein phosphatase,
Q566R7	dual specificity phosphatase 22b(dusp22b)	Danio rerio			GO:0007165~signal transduction,GO:0016311~dephosphorylation,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004721~phosphoprotein phosphatase activity,GO:0004725~protein tyrosine phosphatase activity,GO:0008138~protein tyrosine/serine/threonine phosphatase activity,GO:0016787~hydrolase activity,GO:0016791~phosphatase activity,GO:0017018~myosin phosphatase activity,	IPR000340:Dual-sp_phosphatase_cat-dom,IPR000387:Tyr_Pase_dom,IPR020422:TYR_PHOSPHATASE_DUAL_dom,IPR029021:Prot-tyrosine_phosphatase-like,				SM00195:DSPc,		KW-0539~Nucleus,KW-0963~Cytoplasm,					KW-0378~Hydrolase,KW-0904~Protein phosphatase,		ACT_SITE:Phosphocysteine intermediate,DOMAIN:Tyrosine-protein phosphatase,
Q9NQM4	dynein axonemal assembly factor 6(DNAAF6)	Homo sapiens			GO:0003341~cilium movement,GO:0030317~flagellated sperm motility,GO:0036158~outer dynein arm assembly,GO:0036159~inner dynein arm assembly,GO:0070286~axonemal dynein complex assembly,	GO:0005737~cytoplasm,GO:0005802~trans-Golgi network,	GO:0005515~protein binding,GO:0045505~dynein intermediate chain binding,GO:0051087~chaperone binding,	IPR026697:DNAAF6,IPR041442:PIH1D1/2/3_CS-like,		300991~Ciliary dyskinesia, primary, 36, X-linked,				KW-0333~Golgi apparatus,KW-0963~Cytoplasm,		KW-0225~Disease variant,KW-0990~Primary ciliary dyskinesia,KW-1012~Kartagener syndrome,KW-1186~Ciliopathy,					REGION:Disordered,
F1QMY1	dynein light chain Tctex-type 2B(dynlt2b)	Danio rerio			GO:0007018~microtubule-based movement,GO:0035721~intraciliary retrograde transport,	GO:0005737~cytoplasm,GO:0005868~cytoplasmic dynein complex,GO:0005929~cilium,	GO:0045505~dynein intermediate chain binding,	IPR005334:Tctex-1-like,IPR038586:Tctex-1-like_sf,						KW-0963~Cytoplasm,
Q6NTY6	early growth response 1 S homeolog(egr1.S)	Xenopus laevis			GO:0006355~regulation of transcription, DNA-templated,GO:0032922~circadian regulation of gene expression,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048511~rhythmic process,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0008270~zinc ion binding,GO:0010385~double-stranded methylated DNA binding,GO:0043565~sequence-specific DNA binding,GO:0044729~hemi-methylated DNA-binding,GO:0046872~metal ion binding,GO:1990841~promoter-specific chromatin binding,	IPR013087:Znf_C2H2_type,IPR021839:EGR1_C,IPR021849:EGR_N,IPR036236:Znf_C2H2_sf,	xla04371:Apelin signaling pathway,xla04912:GnRH signaling pathway,			SM00355:ZnF_C2H2,	KW-0090~Biological rhythms,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0677~Repeat,KW-0863~Zinc-finger,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0010~Activator,KW-0238~DNA-binding,		DOMAIN:C2H2-type,REGION:Disordered,SITE:Interaction with DNA,ZN_FING:C2H2-type 1,ZN_FING:C2H2-type 2,ZN_FING:C2H2-type 3,
P49961	ectonucleoside triphosphate diphosphohydrolase 1(ENTPD1)	Homo sapiens			GO:0007155~cell adhesion,GO:0007596~blood coagulation,GO:0009134~nucleoside diphosphate catabolic process,GO:0070527~platelet aggregation,	GO:0005886~plasma membrane,GO:0005901~caveola,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0003924~GTPase activity,GO:0004382~guanosine-diphosphatase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0016887~ATPase activity,GO:0017110~nucleoside-diphosphatase activity,GO:0017111~nucleoside-triphosphatase activity,GO:0036384~cytidine diphosphatase activity,GO:0043262~adenosine-diphosphatase activity,GO:0043273~CTPase activity,GO:0045134~uridine-diphosphatase activity,GO:0103023~ITPase activity,GO:1990003~IDP phosphatase activity,	IPR000407:GDA1_CD39_NTPase,	hsa00230:Purine metabolism,hsa00240:Pyrimidine metabolism,hsa01100:Metabolic pathways,hsa01232:Nucleotide metabolism,hsa05169:Epstein-Barr virus infection,	615683~Spastic paraplegia 64, autosomal recessive,				KW-0472~Membrane,		KW-0225~Disease variant,KW-0523~Neurodegeneration,KW-0890~Hereditary spastic paraplegia,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0106~Calcium,KW-0460~Magnesium,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,	KW-0325~Glycoprotein,KW-0449~Lipoprotein,KW-0564~Palmitate,KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,LIPID:S-palmitoyl cysteine,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
E1C1L6	ectonucleoside triphosphate diphosphohydrolase 5(ENTPD5)	Gallus gallus			GO:0006011~UDP-glucose metabolic process,GO:0006256~UDP catabolic process,GO:0006487~protein N-linked glycosylation,GO:0009134~nucleoside diphosphate catabolic process,GO:0051084~'de novo' posttranslational protein folding,	GO:0005576~extracellular region,GO:0005783~endoplasmic reticulum,GO:0016020~membrane,	GO:0004382~guanosine-diphosphatase activity,GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0036384~cytidine diphosphatase activity,GO:0043262~adenosine-diphosphatase activity,GO:0045134~uridine-diphosphatase activity,GO:1990003~IDP phosphatase activity,	IPR000407:GDA1_CD39_NTPase,	gga00230:Purine metabolism,gga00240:Pyrimidine metabolism,gga01100:Metabolic pathways,gga01232:Nucleotide metabolism,					KW-0256~Endoplasmic reticulum,KW-0964~Secreted,			KW-0732~Signal,	KW-0067~ATP-binding,KW-0106~Calcium,KW-0460~Magnesium,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,
Q8R2E9	endoplasmic reticulum oxidoreductase 1 beta(Ero1b)	Mus musculus			GO:0006888~ER to Golgi vesicle-mediated transport,GO:0018401~peptidyl-proline hydroxylation to 4-hydroxy-L-proline,GO:0022417~protein maturation by protein folding,GO:0030070~insulin processing,GO:0030198~extracellular matrix organization,GO:0034975~protein folding in endoplasmic reticulum,GO:0042593~glucose homeostasis,GO:0045454~cell redox homeostasis,	GO:0005783~endoplasmic reticulum,GO:0005788~endoplasmic reticulum lumen,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,	GO:0015035~protein disulfide oxidoreductase activity,GO:0015036~disulfide oxidoreductase activity,GO:0016491~oxidoreductase activity,GO:0016972~thiol oxidase activity,GO:0071949~FAD binding,	IPR007266:Ero1,IPR037192:ERO1-like_sf,	mmu04141:Protein processing in endoplasmic reticulum,		PIRSF017205:ERO1,		KW-0249~Electron transport,KW-0813~Transport,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,			KW-0676~Redox-active center,KW-0732~Signal,	KW-0274~FAD,KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Nucleophile,CARBOHYD:N-linked (GlcNAc...) asparagine,DISULFID:Alternate,DISULFID:Redox-active,DISULFID:Redox-active; alternate,MUTAGEN:C->A: Complete loss of disulfide oxidase activity in vitro.,
Q6UXG2	endosome-lysosome associated apoptosis and autophagy regulator 1(ELAPOR1)	Homo sapiens			GO:0000045~autophagosome assembly,GO:0009267~cellular response to starvation,GO:0044090~positive regulation of vacuole organization,GO:2000786~positive regulation of autophagosome assembly,	GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005770~late endosome,GO:0005789~endoplasmic reticulum membrane,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0005886~plasma membrane,GO:0031902~late endosome membrane,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,	IPR009011:Man6P_isomerase_rcpt-bd_dom_sf,IPR009030:Growth_fac_rcpt_cys_sf,IPR039181:EIG121-like,IPR044865:MRH_dom,				SM01411:Ephrin_rec_like,	KW-0072~Autophagy,	KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,KW-0458~Lysosome,KW-0472~Membrane,KW-0967~Endosome,KW-1003~Cell membrane,			KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,			KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:MRH,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
A6QLI0	ependymin related 1(EPDR1)	Bos taurus			GO:0007160~cell-matrix adhesion,GO:1990764~myofibroblast contraction,	GO:0005576~extracellular region,GO:0005764~lysosome,GO:0043202~lysosomal lumen,	GO:0005509~calcium ion binding,GO:0005543~phospholipid binding,GO:0042802~identical protein binding,GO:1905573~ganglioside GM1 binding,	IPR001299:Ependymin,				SM00026:EPEND,		KW-0458~Lysosome,KW-0964~Secreted,			KW-0732~Signal,	KW-0446~Lipid-binding,		KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,
P07099	epoxide hydrolase 1(EPHX1)	Homo sapiens		h_eicosanoidPathway:Eicosanoid Metabolism,	GO:0006805~xenobiotic metabolic process,GO:0009636~response to toxic substance,GO:0014070~response to organic cyclic compound,GO:0019369~arachidonic acid metabolic process,GO:0019439~aromatic compound catabolic process,GO:0097176~epoxide metabolic process,	GO:0005789~endoplasmic reticulum membrane,	GO:0004301~epoxide hydrolase activity,GO:0005515~protein binding,GO:0008142~oxysterol binding,GO:0016787~hydrolase activity,GO:0033961~cis-stilbene-oxide hydrolase activity,	IPR000073:AB_hydrolase_1,IPR000639:Epox_hydrolase-like,IPR010497:Epoxide_hydro_N,IPR016292:Epoxide_hydrolase,IPR029058:AB_hydrolase,	hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa04976:Bile secretion,hsa05204:Chemical carcinogenesis - DNA adducts,hsa05207:Chemical carcinogenesis - receptor activation,hsa05208:Chemical carcinogenesis - reactive oxygen species,		PIRSF001112:Epoxide_hydrolase,		KW-0058~Aromatic hydrocarbons catabolism,KW-0216~Detoxification,KW-0443~Lipid metabolism,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0492~Microsome,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0378~Hydrolase,	KW-0488~Methylation,	ACT_SITE:Nucleophile,ACT_SITE:Proton acceptor,ACT_SITE:Proton donor,DOMAIN:AB hydrolase-1,DOMAIN:Epoxide hydrolase N-terminal,TOPO_DOM:Cytoplasmic,TRANSMEM:Helical; Signal-anchor for type III membrane protein,
