""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"
"1580"	"XM_060057166.1"	124.617550095527	0.649510918362017	0.259470712089458	2.503755681928	0.0122882856842888	0.0464120403365851	NA	NA	NA	NA	NA	NA
"1581"	"XM_060048180.1"	101.052157934311	0.714002512318365	0.219804876025552	3.24772428689371	0.00116331937520557	0.00642799173849341	"Q9GZV3"	3.9e-138	"High affinity choline transporter 1 (Hemicholinium-3-sensitive choline transporter) (CHT) (Solute carrier family 5 member 7)"	"Homo sapiens (Human)"	"acetylcholine biosynthetic process [GO:0008292]; choline transport [GO:0015871]; in utero embryonic development [GO:0001701]; neuromuscular synaptic transmission [GO:0007274]; neurotransmitter transport [GO:0006836]; synaptic transmission, cholinergic [GO:0007271]; transmembrane transport [GO:0055085]"	"GO:0001701; GO:0005307; GO:0005886; GO:0006836; GO:0007271; GO:0007274; GO:0008292; GO:0015220; GO:0015871; GO:0016020; GO:0030424; GO:0030425; GO:0031594; GO:0033265; GO:0043204; GO:0045202; GO:0055085"
"1582"	"XM_060066980.1"	129.216576072832	-2.89636539484378	0.3791627685445	-7.74011246147734	9.93289151099833e-15	4.545856374364e-13	"O05218"	1.03e-81	"Glutathione hydrolase-like YwrD proenzyme (EC 2.3.2.2) (Putative gamma-glutamyltransferase YwrD) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase-like YwrD large chain; Glutathione hydrolase-like YwrD small chain]"	"Bacillus subtilis (strain 168)"	"glutathione catabolic process [GO:0006751]; proteolysis [GO:0006508]"	"GO:0006508; GO:0006751; GO:0036374; GO:0102953; GO:0103068"
"1583"	"XM_060074338.1"	11.0203773039551	-0.78386469703138	0.293815914017644	-2.66490060249412	0.00770110813209363	0.0314484677053724	"Q1LXV8"	4.42e-88	"TLC domain-containing protein 5 (Transmembrane protein 136)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	""	"GO:0016020"
"1584"	"XM_060051185.1"	20.7692515015791	2.40284125091889	0.207494084590906	11.4630781420664	2.02198423201123e-30	4.33656147641938e-28	"Q6DHB1"	6.38e-97	"Dynein axonemal light chain 1"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"outer dynein arm assembly [GO:0036158]"	"GO:0005737; GO:0005874; GO:0030286; GO:0036158; GO:0042995; GO:0043014; GO:0045504"
"1585"	"XM_060036798.1"	55.1472651265291	0.584594130026182	0.223926410732209	2.60991442852539	0.00905648737363151	0.0359825132193176	NA	NA	NA	NA	NA	NA
"1586"	"XR_009525257.1"	35.861686984777	1.02270283417634	0.372943556896452	2.74483396418167	0.00605415195152742	0.0258824756872413	NA	NA	NA	NA	NA	NA
"1587"	"XM_060059301.1"	85.9530927821739	-1.62202639262121	0.353019184502801	-4.59813367038172	4.26292467738887e-06	4.63037439138822e-05	"O42196"	4.98e-83	"DnaJ homolog subfamily C member 5 (Cysteine string protein) (CSP) (Xcsp)"	"Xenopus laevis (African clawed frog)"	""	"GO:0005829; GO:0005886; GO:0016020; GO:0042470; GO:0042584"
"1588"	"XM_060066579.1"	111.026126487546	-0.713003189644937	0.129314440105621	-5.51304341921375	3.52681180385447e-08	5.77057105617954e-07	"Q1ED21"	1.97e-68	"Nuclear receptor 2C2-associated protein (TR4 orphan receptor-associated 16 kDa protein homolog)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	""	"GO:0005634"
"1589"	"XM_060075072.1"	49.7571331988549	-0.591165873431913	0.168327359070052	-3.51042928269159	0.000447383790110491	0.00280670140305624	"Q6ZN11"	1.95e-33	"Zinc finger protein 793"	"Homo sapiens (Human)"	"regulation of transcription by RNA polymerase II [GO:0006357]"	"GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872"
"1590"	"XM_060037162.1"	81.8558893586731	2.00732398259817	0.417965289094824	5.20597233236306	1.92983400292589e-07	2.77196642468856e-06	"O42101"	3.57e-90	"Nuclear receptor subfamily 5 group A member 2 (FTF/LRH-1) (OR2.0)"	"Gallus gallus (Chicken)"	"hormone-mediated signaling pathway [GO:0009755]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of transcription by RNA polymerase II [GO:0006357]; tissue development [GO:0009888]"	"GO:0000978; GO:0004879; GO:0006357; GO:0008270; GO:0009755; GO:0009888; GO:0045893; GO:0090575"
"1591"	"XM_060067607.1"	449.914634582216	-1.4828900355579	0.287192024506847	-5.16421477413215	2.41450338758598e-07	3.39458072666008e-06	"Q9CY58"	1.86e-53	"Plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1) (PAI-RBP1) (SERPINE1 mRNA-binding protein 1)"	"Mus musculus (Mouse)"	"PML body organization [GO:0030578]; regulation of apoptotic process [GO:0042981]"	"GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0030578; GO:0032183; GO:0042981; GO:0043022; GO:0048471"
"1592"	"XM_060044687.1"	21.7439067746185	0.736620530787744	0.261137474910931	2.82057426976909	0.00479377752918069	0.0213451408972841	"O14796"	6.2e-24	"SH2 domain-containing protein 1B (EWS/FLI1-activated transcript 2) (EAT-2)"	"Homo sapiens (Human)"	"adaptive immune response [GO:0002250]; innate immune response [GO:0045087]; leukocyte activation involved in immune response [GO:0002366]; positive regulation of innate immune response [GO:0045089]; positive regulation of natural killer cell mediated immunity [GO:0002717]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; regulation of immune response [GO:0050776]; regulation of signal transduction [GO:0009966]"	"GO:0002250; GO:0002366; GO:0002717; GO:0005829; GO:0009966; GO:0030674; GO:0045087; GO:0045089; GO:0050731; GO:0050776"
"1593"	"XM_060071415.1"	105.454765746318	-1.08970721405754	0.41555179535665	-2.6582314570277	0.00785519246542522	0.0319750264029297	NA	NA	NA	NA	NA	NA
"1594"	"XM_060039978.1"	7.79415828933821	-1.1179882341085	0.230056570016701	-4.8241781229752	1.40581742752974e-06	1.71517158098383e-05	"Q9Z1W9"	0	"STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (Serine/threonine-protein kinase 39)"	"Mus musculus (Mouse)"	"cellular chloride ion homeostasis [GO:0030644]; cellular hypotonic response [GO:0071476]; cellular response to chemokine [GO:1990869]; cellular response to potassium ion [GO:0035865]; chemokine (C-X-C motif) ligand 12 signaling pathway [GO:0038146]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; ion homeostasis [GO:0050801]; macrophage activation [GO:0042116]; maintenance of lens transparency [GO:0036438]; negative regulation of creatine transmembrane transporter activity [GO:1905408]; negative regulation of pancreatic juice secretion [GO:0090188]; negative regulation of potassium ion transmembrane transport [GO:1901380]; negative regulation of potassium ion transmembrane transporter activity [GO:1901017]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of ion transmembrane transporter activity [GO:0032414]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of potassium ion transport [GO:0043268]; positive regulation of T cell chemotaxis [GO:0010820]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of blood pressure [GO:0008217]; regulation of inflammatory response [GO:0050727]; response to aldosterone [GO:1904044]; response to dietary excess [GO:0002021]; signal transduction [GO:0007165]; sodium ion transmembrane transport [GO:0035725]"	"GO:0002021; GO:0004674; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0006468; GO:0006954; GO:0007165; GO:0008217; GO:0010820; GO:0016020; GO:0016301; GO:0016323; GO:0016324; GO:0018105; GO:0018107; GO:0019898; GO:0019901; GO:0030644; GO:0032414; GO:0035556; GO:0035725; GO:0035865; GO:0036438; GO:0038146; GO:0042116; GO:0043231; GO:0043268; GO:0044297; GO:0046777; GO:0050727; GO:0050801; GO:0071476; GO:0090188; GO:0106310; GO:1900745; GO:1901017; GO:1901380; GO:1904044; GO:1905408; GO:1990869; GO:2000650"
"1595"	"XM_060049509.1"	180.622826637198	-0.907813900717398	0.0792683596566881	-11.450574581607	2.3359199066654e-30	4.96122173574877e-28	"Q91YR7"	0	"Pre-mRNA-processing factor 6 (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)"	"Mus musculus (Mouse)"	"mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA localization [GO:0006403]; spliceosomal tri-snRNP complex assembly [GO:0000244]"	"GO:0000244; GO:0000398; GO:0003713; GO:0003723; GO:0005634; GO:0005682; GO:0006403; GO:0016607; GO:0042802; GO:0043021; GO:0045944; GO:0046540; GO:0050681; GO:0071005; GO:0071013"
"1596"	"XM_060058379.1"	188.921598162338	-0.70974618287888	0.262252214928788	-2.70612147896139	0.00680741388783347	0.0284413648224303	"Q16787"	0	"Laminin subunit alpha-3 (Epiligrin 170 kDa subunit) (E170) (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha)"	"Homo sapiens (Human)"	"animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; endodermal cell differentiation [GO:0035987]; epidermis development [GO:0008544]; hemidesmosome assembly [GO:0031581]; integrin-mediated signaling pathway [GO:0007229]; morphogenesis of a polarized epithelium [GO:0001738]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995]; tissue development [GO:0009888]"	"GO:0001738; GO:0005178; GO:0005198; GO:0005201; GO:0005576; GO:0005604; GO:0005608; GO:0005610; GO:0005783; GO:0005912; GO:0007229; GO:0007411; GO:0008544; GO:0009887; GO:0009888; GO:0016477; GO:0030056; GO:0030155; GO:0030334; GO:0031581; GO:0035987; GO:0045995; GO:0062023; GO:0070062; GO:0098609"
"1597"	"XM_060066535.1"	331.987241203084	-1.06913241391306	0.153153642209257	-6.98030453513292	2.94540894679634e-12	9.54574312890619e-11	"Q6GPY0"	2.8e-54	"Mitochondrial import inner membrane translocase subunit Tim13-A"	"Xenopus laevis (African clawed frog)"	"protein transport [GO:0015031]"	"GO:0005743; GO:0015031; GO:0046872"
"1598"	"XM_060050984.1"	84.3673971768785	0.837193127672769	0.283198590788249	2.95595807304604	0.00311699459297837	0.0148750815261769	"Q5U3P0"	0	"PCI domain-containing protein 2 (CSN12-like protein)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"anatomical structure development [GO:0048856]; poly(A)+ mRNA export from nucleus [GO:0016973]; post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]; transcription elongation by RNA polymerase II promoter [GO:0006368]"	"GO:0000973; GO:0003690; GO:0003723; GO:0006368; GO:0016973; GO:0048856; GO:0070390"
"1599"	"XR_009526494.1"	34.4748913252845	1.5187680409664	0.309246749009005	4.9105148378938	9.08375819573805e-07	1.15131109090362e-05	NA	NA	NA	NA	NA	NA
"1600"	"XM_060074173.1"	39.3859872855945	2.4627779600393	0.266554824302447	9.19441833248233	3.77028858042006e-20	3.1968539916771e-18	"Q8IZU9"	0	"Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) (Nephrin-like protein 2) [Cleaved into: Processed kin of IRRE-like protein 3]"	"Homo sapiens (Human)"	"cell-cell adhesion [GO:0098609]; glomerulus morphogenesis [GO:0072102]; hemopoiesis [GO:0030097]; hippocampus development [GO:0021766]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inter-male aggressive behavior [GO:0002121]; neuron migration [GO:0001764]; neuron projection morphogenesis [GO:0048812]; principal sensory nucleus of trigeminal nerve development [GO:0021740]; synapse assembly [GO:0007416]"	"GO:0001764; GO:0002121; GO:0005576; GO:0005886; GO:0005911; GO:0007156; GO:0007416; GO:0008021; GO:0016020; GO:0021740; GO:0021766; GO:0030097; GO:0030424; GO:0030425; GO:0043198; GO:0048812; GO:0050839; GO:0072102; GO:0098609"
"1601"	"XM_060061538.1"	542.73486809628	-0.740375780199603	0.215518884512379	-3.43539641345077	0.000591687617838151	0.00357266307696036	"Q4ACU6"	8.72e-138	"SH3 and multiple ankyrin repeat domains protein 3 (Shank3) (Proline-rich synapse-associated protein 2) (ProSAP2) (SPANK-2)"	"Mus musculus (Mouse)"	"adult behavior [GO:0030534]; AMPA glutamate receptor clustering [GO:0097113]; associative learning [GO:0008306]; brain morphogenesis [GO:0048854]; dendritic spine morphogenesis [GO:0060997]; embryonic epithelial tube formation [GO:0001838]; exploration behavior [GO:0035640]; gene expression [GO:0010467]; glial cell proliferation [GO:0014009]; guanylate kinase-associated protein clustering [GO:0097117]; learning [GO:0007612]; learning or memory [GO:0007611]; locomotion [GO:0040011]; locomotory behavior [GO:0007626]; locomotory exploration behavior [GO:0035641]; long-term synaptic depression [GO:0060292]; long-term synaptic potentiation [GO:0060291]; MAPK cascade [GO:0000165]; memory [GO:0007613]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of actin filament bundle assembly [GO:0032232]; negative regulation of cell volume [GO:0045794]; neural precursor cell proliferation [GO:0061351]; neuromuscular process controlling balance [GO:0050885]; NMDA glutamate receptor clustering [GO:0097114]; positive regulation of AMPA receptor activity [GO:2000969]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of glutamate receptor signaling pathway [GO:1900451]; positive regulation of long-term neuronal synaptic plasticity [GO:0048170]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of synapse structural plasticity [GO:0051835]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; postsynaptic density assembly [GO:0097107]; regulation of AMPA glutamate receptor clustering [GO:1904717]; regulation of behavioral fear response [GO:2000822]; regulation of dendritic spine morphogenesis [GO:0061001]; regulation of grooming behavior [GO:2000821]; regulation of long-term synaptic depression [GO:1900452]; regulation of long-term synaptic potentiation [GO:1900271]; regulation of postsynapse organization [GO:0099175]; regulation of synaptic plasticity [GO:0048167]; response to interleukin-17 [GO:0097396]; social behavior [GO:0035176]; striatal medium spiny neuron differentiation [GO:0021773]; synapse assembly [GO:0007416]; vocal learning [GO:0042297]; vocalization behavior [GO:0071625]"	"GO:0000165; GO:0001838; GO:0003779; GO:0005737; GO:0007416; GO:0007611; GO:0007612; GO:0007613; GO:0007626; GO:0008022; GO:0008270; GO:0008306; GO:0010467; GO:0014009; GO:0014069; GO:0017124; GO:0021773; GO:0030160; GO:0030534; GO:0031234; GO:0032232; GO:0035176; GO:0035255; GO:0035640; GO:0035641; GO:0040011; GO:0042297; GO:0042802; GO:0043005; GO:0043197; GO:0043621; GO:0044309; GO:0044877; GO:0045202; GO:0045794; GO:0048167; GO:0048170; GO:0048854; GO:0050804; GO:0050885; GO:0051835; GO:0051968; GO:0060076; GO:0060170; GO:0060291; GO:0060292; GO:0060997; GO:0060999; GO:0061001; GO:0061351; GO:0071625; GO:0097107; GO:0097110; GO:0097113; GO:0097114; GO:0097117; GO:0097396; GO:0098919; GO:0098978; GO:0099092; GO:0099175; GO:1900271; GO:1900273; GO:1900451; GO:1900452; GO:1904717; GO:2000463; GO:2000821; GO:2000822; GO:2000969"
"1602"	"XM_060039548.1"	14.0216120245981	0.996000691398586	0.353419514644164	2.81750401967403	0.00483985088544134	0.0215196296686819	"B0UZC8"	7.65e-118	"von Willebrand factor C domain-containing protein 2-like"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"negative regulation of BMP signaling pathway [GO:0030514]; nervous system development [GO:0007399]"	"GO:0005615; GO:0007399; GO:0030514; GO:0032281; GO:0045202"
"1603"	"XM_060059015.1"	222.486175489023	1.03889686772892	0.124415804291198	8.34949964705279	6.85527512905145e-17	4.02053615879704e-15	"Q9JJ93"	1.17e-42	"Uncharacterized protein C14orf119 homolog"	"Mus musculus (Mouse)"	""	"GO:0005739; GO:0005829"
"1604"	"XM_060069154.1"	1732.78107717138	1.19140845215718	0.260264218436498	4.57800800124382	4.69424742143856e-06	5.03149311087503e-05	"Q80Z29"	0	"Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1 homolog) (PBEF) (Visfatin)"	"Rattus norvegicus (Rat)"	"aging [GO:0007568]; cellular response to amyloid-beta [GO:1904646]; cellular response to ionizing radiation [GO:0071479]; cellular response to oxygen-glucose deprivation [GO:0090650]; circadian regulation of gene expression [GO:0032922]; circadian rhythm [GO:0007623]; female pregnancy [GO:0007565]; microglial cell activation [GO:0001774]; NAD biosynthetic process [GO:0009435]; negative regulation of autophagy [GO:0010507]; negative regulation of cellular senescence [GO:2000773]; neuron death [GO:0070997]; positive regulation of nitric-oxide synthase biosynthetic process [GO:0051770]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of lung blood pressure [GO:0014916]; response to D-galactose [GO:1905377]; response to organic cyclic compound [GO:0014070]"	"GO:0000166; GO:0001774; GO:0005125; GO:0005615; GO:0005634; GO:0005737; GO:0005886; GO:0007565; GO:0007568; GO:0007623; GO:0009435; GO:0010507; GO:0014070; GO:0014916; GO:0032922; GO:0042802; GO:0045944; GO:0047280; GO:0048661; GO:0051770; GO:0070997; GO:0071479; GO:0090650; GO:1901363; GO:1904646; GO:1905377; GO:2000773"
"1605"	"XM_060054997.1"	150.554210899321	-2.41181032389651	0.399326009509912	-6.19131577526616	5.96640436088814e-10	1.33593717296611e-08	"Q8QFX1"	2.1e-153	"RIMS-binding protein 2 (RIM-BP2)"	"Gallus gallus (Chicken)"	"neuromuscular synaptic transmission [GO:0007274]"	"GO:0005886; GO:0007274; GO:0045202"
"1606"	"XM_060044963.1"	19.3858249779188	-0.731518009182557	0.295371533978773	-2.47318313484599	0.0133915499546707	0.0497036896519132	"Q9Y2I2"	0	"Netrin-G1 (Laminet-1)"	"Homo sapiens (Human)"	"animal organ morphogenesis [GO:0009887]; axonogenesis [GO:0007409]; basement membrane assembly [GO:0070831]; cell migration [GO:0016477]; modulation of chemical synaptic transmission [GO:0050804]; regulation of neuron migration [GO:2001222]; regulation of neuron projection arborization [GO:0150011]; regulation of neuron projection development [GO:0010975]; substrate adhesion-dependent cell spreading [GO:0034446]; synaptic membrane adhesion [GO:0099560]; tissue development [GO:0009888]"	"GO:0005576; GO:0005886; GO:0007409; GO:0009887; GO:0009888; GO:0010975; GO:0016477; GO:0034446; GO:0043256; GO:0048787; GO:0050804; GO:0050839; GO:0070831; GO:0098632; GO:0098685; GO:0098978; GO:0099560; GO:0150011; GO:2001222"
"1607"	"XM_060073039.1"	74.9046165784198	0.74124198724145	0.157521393259019	4.70468994290666	2.54252058569436e-06	2.92429970203206e-05	"Q9N0C5"	7.11e-87	"Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (2'-deoxyuridine kinase TK2) (EC 2.7.1.74) (Deoxycytidine kinase TK2) (EC 2.7.1.-)"	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"carbohydrate derivative metabolic process [GO:1901135]; DNA biosynthetic process [GO:0071897]; phosphorylation [GO:0016310]"	"GO:0004797; GO:0005524; GO:0005739; GO:0016310; GO:0071897; GO:1901135"
"1608"	"XM_060075586.1"	375.440415544132	0.605777613233155	0.165873580393172	3.65187930841007	0.000260328233145432	0.00174317123608493	"Q5ZHN3"	0	"WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2)"	"Gallus gallus (Chicken)"	"autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; cellular response to starvation [GO:0009267]; protein lipidation [GO:0006497]; protein localization to phagophore assembly site [GO:0034497]"	"GO:0000045; GO:0000422; GO:0005829; GO:0006497; GO:0009267; GO:0019898; GO:0032266; GO:0034045; GO:0034497; GO:0044804; GO:0080025"
"1609"	"XM_060053741.1"	100.110036759902	-0.924164752520751	0.203286424992371	-4.54428252551616	5.51226839709161e-06	5.80517672612303e-05	"Q8R092"	3.51e-89	"Protein C1orf43 homolog"	"Mus musculus (Mouse)"	"in utero embryonic development [GO:0001701]; phagocytosis [GO:0006909]"	"GO:0001701; GO:0005739; GO:0005794; GO:0005829; GO:0006909; GO:0016020"
"1610"	"XM_060064671.1"	90.4094176222316	-0.753990764721668	0.259811613008584	-2.90197191552236	0.00370821782977348	0.0171720942515082	"Q6PEI3"	4.94e-94	"Phosphatase and actin regulator 4B"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"actin cytoskeleton organization [GO:0030036]; closure of optic fissure [GO:0061386]; enteric nervous system development [GO:0048484]; negative regulation of integrin-mediated signaling pathway [GO:2001045]; neural crest cell migration [GO:0001755]; neural tube closure [GO:0001843]; positive regulation of catalytic activity [GO:0043085]; regulation of cell cycle [GO:0051726]; Rho protein signal transduction [GO:0007266]"	"GO:0001755; GO:0001843; GO:0003779; GO:0005737; GO:0007266; GO:0008157; GO:0030027; GO:0030036; GO:0043085; GO:0048484; GO:0051726; GO:0061386; GO:0072542; GO:2001045"
"1611"	"XM_060076970.1"	957.668449963772	-1.9319025001733	0.32304036715588	-5.98779916533132	2.12699471804866e-09	4.35675434944124e-08	NA	NA	NA	NA	NA	NA
"1612"	"XM_060047275.1"	28.6345538654415	1.03480696981315	0.317960566084477	3.25152932125335	0.00114785935218683	0.00635871643161285	"D3Z2X2"	1.17e-149	"Dynein heavy chain domain-containing protein 1 (Coiled-coil domain-containing protein 35) (Dynein heavy chain domain 1-like protein)"	"Mus musculus (Mouse)"	"cilium movement [GO:0003341]; flagellated sperm motility [GO:0030317]; microtubule-based movement [GO:0007018]; sperm flagellum assembly [GO:0120316]"	"GO:0003341; GO:0005524; GO:0007018; GO:0008569; GO:0030286; GO:0030317; GO:0036126; GO:0036156; GO:0045505; GO:0051959; GO:0120316"
"1613"	"XM_060053374.1"	1285.33268685182	-1.19149126395287	0.369357952910115	-3.23217974287852	0.00122849755341155	0.00673886972879414	"Q1LYL8"	3.82e-95	"Protein asteroid homolog 1"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	""	""
"1614"	"XM_060057314.1"	85.8823482487901	-0.658780541843552	0.172089716515533	-3.82719716636622	0.000129610693655266	0.00095306337290844	"A0A0G2JTR4"	1.42e-160	"Active breakpoint cluster region-related protein"	"Rattus norvegicus (Rat)"	"actin cytoskeleton organization [GO:0030036]; activation of GTPase activity [GO:0090630]; brain development [GO:0007420]; cell migration [GO:0016477]; establishment of localization in cell [GO:0051649]; inner ear morphogenesis [GO:0042472]; intracellular signal transduction [GO:0035556]; macrophage migration [GO:1905517]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of blood vessel remodeling [GO:0060313]; negative regulation of cell migration [GO:0030336]; negative regulation of cellular extravasation [GO:0002692]; negative regulation of inflammatory response [GO:0050728]; negative regulation of macrophage migration [GO:1905522]; negative regulation of neutrophil degranulation [GO:0043314]; neuromuscular process controlling balance [GO:0050885]; neutrophil degranulation [GO:0043312]; phagocytosis [GO:0006909]; positive regulation of phagocytosis [GO:0050766]; regulation of vascular permeability [GO:0043114]; response to lipopolysaccharide [GO:0032496]"	"GO:0002692; GO:0005085; GO:0005096; GO:0005829; GO:0005886; GO:0006909; GO:0007420; GO:0016020; GO:0016477; GO:0030036; GO:0030336; GO:0030424; GO:0032496; GO:0035556; GO:0042472; GO:0043114; GO:0043197; GO:0043312; GO:0043314; GO:0050728; GO:0050766; GO:0050804; GO:0050885; GO:0051649; GO:0060313; GO:0090630; GO:0098685; GO:0098978; GO:0099092; GO:1905517; GO:1905522"
"1615"	"XM_060071191.1"	151.922289402853	1.61999469579602	0.38129364577554	4.27114849238085	1.94468861170832e-05	0.00017726453014905	"Q5RE54"	0	"Glypican-6 [Cleaved into: Secreted glypican-6]"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"cell migration [GO:0016477]; regulation of signal transduction [GO:0009966]"	"GO:0005615; GO:0005886; GO:0009966; GO:0016477; GO:0043202; GO:0062023"
"1616"	"XM_060061655.1"	123.951944592786	0.683243614150645	0.142674640507714	4.78826161686168	1.6823224411967e-06	2.0165745601983e-05	"Q8TCT0"	5.35e-147	"Ceramide kinase (hCERK) (EC 2.7.1.138) (Acylsphingosine kinase) (Lipid kinase 4) (LK4)"	"Homo sapiens (Human)"	"ceramide metabolic process [GO:0006672]; glycosphingolipid metabolic process [GO:0006687]; phosphorylation [GO:0016310]; sphingolipid metabolic process [GO:0006665]"	"GO:0000287; GO:0001727; GO:0001729; GO:0005524; GO:0005737; GO:0005886; GO:0006665; GO:0006672; GO:0006687; GO:0016020; GO:0016310; GO:0102773"
"1617"	"XM_060051563.1"	13.4516181491293	1.10169494318362	0.243426413674642	4.51514387207451	6.32737943568075e-06	6.55806536730522e-05	"Q7M753"	0	"Pantothenate kinase 2, mitochondrial (hPanK2) (EC 2.7.1.33) (Pantothenic acid kinase 2)"	"Mus musculus (Mouse)"	"aerobic respiration [GO:0009060]; angiogenesis [GO:0001525]; coenzyme A biosynthetic process [GO:0015937]; mitochondrion morphogenesis [GO:0070584]; phosphorylation [GO:0016310]; regulation of bile acid metabolic process [GO:1904251]; regulation of fatty acid metabolic process [GO:0019217]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of triglyceride metabolic process [GO:0090207]; spermatid development [GO:0007286]"	"GO:0001525; GO:0004594; GO:0005524; GO:0005634; GO:0005739; GO:0005758; GO:0005829; GO:0007286; GO:0009060; GO:0015937; GO:0016310; GO:0019217; GO:0051881; GO:0070584; GO:0090207; GO:1904251"
"1618"	"XM_060052506.1"	17.0517158608694	-1.40965736040841	0.281634207152764	-4.9850622810923	6.19418570213298e-07	8.04655620070433e-06	"P79101"	0	"Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73)"	"Bos taurus (Bovine)"	"mRNA 3'-end processing [GO:0031124]; mRNA 3'-end processing by stem-loop binding and cleavage [GO:0006398]; mRNA polyadenylation [GO:0006378]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]"	"GO:0003723; GO:0004521; GO:0004534; GO:0005847; GO:0006378; GO:0006398; GO:0008409; GO:0031124; GO:0046872; GO:1900087; GO:1990904"
"1619"	"XM_060073026.1"	13987.0865019015	-0.884339444881733	0.271943549037685	-3.25215216084814	0.00114534688876972	0.00634801331105302	NA	NA	NA	NA	NA	NA
"1620"	"XM_060060005.1"	89.9894164593682	-0.932222524014818	0.261806830866894	-3.5589443442272	0.000372348418126335	0.00238319279870696	"P51892"	0	"DNA ligase 1 (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1)"	"Xenopus laevis (African clawed frog)"	"cell cycle [GO:0007049]; cell division [GO:0051301]; DNA biosynthetic process [GO:0071897]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]"	"GO:0003677; GO:0003910; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0007049; GO:0046872; GO:0051301; GO:0071897"
"1621"	"XM_060064847.1"	1081.18699008569	1.01975786902731	0.202725442345684	5.03027428867562	4.89778658992674e-07	6.47787058290431e-06	"Q9D0B5"	1.56e-34	"Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3 (Rhodanese domain-containing protein 3)"	"Mus musculus (Mouse)"	""	"GO:0004792"
